SEZIONE,pd_votes,pd_share,top10_preferenze,tipo
57,81,0.17880794701986755,1. CARLA CONSUELO FERMARIELLO (6) | 2. NELLA CONVERTI (5) | 3. SVETLANA CELLI (5) | 4. ANDREA ALEMANNI (4) | 5. FABRIZIO RUFO (3) | 6. YURI TROMBETTI (3) | 7. DANIELE PARRUCCI (2) | 8. MAURIZIO VELOCCIA (2) | 9. SABRINA ALFONSI (2) | 10. ANTONELLA MELITO (1),comune_2021
58,90,0.18255578093306288,1. CARLA CONSUELO FERMARIELLO (12) | 2. ANDREA ALEMANNI (7) | 3. ANTONIO STAMPETE (7) | 4. NELLA CONVERTI (7) | 5. SVETLANA CELLI (7) | 6. YURI TROMBETTI (6) | 7. FABRIZIO RUFO (4) | 8. SABRINA ALFONSI (4) | 9. CLAUDIA PAPPATA' (3) | 10. MARIANO ANGELUCCI (3),comune_2021
59,69,0.17647058823529413,1. SABRINA ALFONSI (5) | 2. ANDREA ALEMANNI (3) | 3. CARLA CONSUELO FERMARIELLO (3) | 4. GIULIA TEMPESTA (3) | 5. RICCARDO CORBUCCI (3) | 6. SVETLANA CELLI (3) | 7. CLAUDIA PAPPATA' (2) | 8. CRISTINA MICHETELLI (2) | 9. MAURIZIO VELOCCIA (2) | 10. NELLA CONVERTI (2),comune_2021
60,61,0.14087759815242495,1. ANDREA ALEMANNI (7) | 2. CARLA CONSUELO FERMARIELLO (3) | 3. SVETLANA CELLI (3) | 4. CLAUDIO PARAVATI (2) | 5. MAURIZIO VELOCCIA (2) | 6. CLAUDIA PAPPATA' (1) | 7. FABRIZIO RUFO (1) | 8. GIAMMARCO PALMIERI (1) | 9. GIOVANNI CRISANTI (1) | 10. GIOVANNI ZANNOLA (1),comune_2021
61,84,0.20537897310513448,1. ANDREA ALEMANNI (6) | 2. CARLA CONSUELO FERMARIELLO (4) | 3. MARIANO ANGELUCCI (3) | 4. SVETLANA CELLI (3) | 5. GIULIA TEMPESTA (2) | 6. LORENZO MARINONE (2) | 7. RICCARDO CORBUCCI (2) | 8. YURI TROMBETTI (2) | 9. FABRIZIO RUFO (1) | 10. GIOVANNI CRISANTI (1),comune_2021
62,66,0.15566037735849056,1. CARLA CONSUELO FERMARIELLO (9) | 2. MONICA MORICONI (8) | 3. ANDREA ALEMANNI (4) | 4. STEFANO MARONGIU (4) | 5. ANTONIO STAMPETE (3) | 6. DARIO MARCUCCI (2) | 7. GIAMMARCO PALMIERI (2) | 8. UBALDO RIGHETTI (2) | 9. GIULIA TEMPESTA (1) | 10. LORENZO MARINONE (1),comune_2021
63,74,0.13097345132743363,1. ANDREA ALEMANNI (10) | 2. CARLA CONSUELO FERMARIELLO (8) | 3. MAURIZIO VELOCCIA (4) | 4. NELLA CONVERTI (4) | 5. FABRIZIO RUFO (3) | 6. GIULIA TEMPESTA (3) | 7. SABRINA ALFONSI (3) | 8. DARIO MARCUCCI (2) | 9. ERICA BATTAGLIA (2) | 10. MARIANO ANGELUCCI (2),comune_2021
64,69,0.14967462039045554,1. SABRINA ALFONSI (6) | 2. MAURIZIO VELOCCIA (4) | 3. ANDREA ALEMANNI (2) | 4. CARLA CONSUELO FERMARIELLO (2) | 5. OLIMPIA TROILI (2) | 6. PIETRO VITTORIO BARBIERI (2) | 7. SVETLANA CELLI (2) | 8. YURI TROMBETTI (2) | 9. CLAUDIA PAPPATA' (1) | 10. CLAUDIO PARAVATI (1),comune_2021
65,84,0.16091954022988506,1. MAURIZIO VELOCCIA (9) | 2. SABRINA ALFONSI (9) | 3. ANDREA ALEMANNI (4) | 4. CARLA CONSUELO FERMARIELLO (2) | 5. CLAUDIA PAPPATA' (2) | 6. FLAVIA RESTIVO (2) | 7. SVETLANA CELLI (2) | 8. ANTONIO STAMPETE (1) | 9. CRISTINA MICHETELLI (1) | 10. GIOVANNI CRISANTI (1),comune_2021
66,54,0.13432835820895522,1. MARCO ROSSI (10) | 2. CARLA CONSUELO FERMARIELLO (4) | 3. MARIANO ANGELUCCI (2) | 4. ANTONELLA MELITO (1) | 5. FABRIZIO RUFO (1) | 6. GIULIA TEMPESTA (1) | 7. LORENZO MARINONE (1) | 8. MAURIZIO VELOCCIA (1) | 9. PIETRO VITTORIO BARBIERI (1) | 10. SVETLANA CELLI (1),comune_2021
67,68,0.1592505854800937,1. MARIANO ANGELUCCI (3) | 2. OLIMPIA TROILI (3) | 3. ERICA BATTAGLIA (2) | 4. GIOVANNI CRISANTI (2) | 5. MAURIZIO VELOCCIA (2) | 6. PIETRO VITTORIO BARBIERI (2) | 7. QAMAR ZAMAN (2) | 8. ANDREA ALEMANNI (1) | 9. ANTONIO CIANCIO (1) | 10. CLAUDIA PAPPATA' (1),comune_2021
68,71,0.15638766519823788,1. ERICA BATTAGLIA (3) | 2. STEFANO MARONGIU (3) | 3. GIAMMARCO PALMIERI (2) | 4. GIULIA TEMPESTA (2) | 5. ANTONELLA MELITO (1) | 6. CLAUDIA PAPPATA' (1) | 7. CRISTINA MICHETELLI (1) | 8. FABRIZIO RUFO (1) | 9. MARIANO ANGELUCCI (1) | 10. MAURIZIO VELOCCIA (1),comune_2021
69,70,0.13916500994035785,1. MAURIZIO VELOCCIA (5) | 2. RICCARDO CORBUCCI (4) | 3. CARLA CONSUELO FERMARIELLO (3) | 4. FABRIZIO RUFO (3) | 5. SABRINA ALFONSI (3) | 6. ERICA BATTAGLIA (2) | 7. GIULIA TEMPESTA (2) | 8. CLAUDIA PAPPATA' (1) | 9. GIAMMARCO PALMIERI (1) | 10. MARIANO ANGELUCCI (1),comune_2021
70,69,0.1678832116788321,1. MAURIZIO VELOCCIA (6) | 2. YURI TROMBETTI (4) | 3. CARLA CONSUELO FERMARIELLO (2) | 4. CRISTINA MICHETELLI (2) | 5. DARIO MARCUCCI (2) | 6. GIOVANNI ZANNOLA (2) | 7. MONICA MORICONI (2) | 8. SABRINA ALFONSI (2) | 9. ANDREA ALEMANNI (1) | 10. ANTONELLA MELITO (1),comune_2021
71,80,0.17582417582417584,1. SABRINA ALFONSI (8) | 2. RICCARDO CORBUCCI (5) | 3. CARLA CONSUELO FERMARIELLO (3) | 4. GIULIA TEMPESTA (3) | 5. MARIANO ANGELUCCI (3) | 6. MAURIZIO VELOCCIA (3) | 7. ANTONIO STAMPETE (1) | 8. DARIO MARCUCCI (1) | 9. GIOVANNI ZANNOLA (1) | 10. LORENZO MARINONE (1),comune_2021
72,68,0.1552511415525114,1. GIULIA TEMPESTA (5) | 2. MAURIZIO VELOCCIA (5) | 3. GIOVANNI CRISANTI (4) | 4. EDMOND GODO (3) | 5. ERICA BATTAGLIA (3) | 6. SABRINA ALFONSI (2) | 7. ANDREA ALEMANNI (1) | 8. ANTONELLA MELITO (1) | 9. ANTONIO CIANCIO (1) | 10. CLAUDIO PARAVATI (1),comune_2021
73,126,0.2153846153846154,1. RICCARDO CORBUCCI (12) | 2. ERICA BATTAGLIA (6) | 3. CLAUDIA PAPPATA' (5) | 4. ILARIA PICCOLO (4) | 5. DANIELE PARRUCCI (3) | 6. FABRIZIO RUFO (3) | 7. GIAMMARCO PALMIERI (3) | 8. NELLA CONVERTI (3) | 9. SABRINA ALFONSI (3) | 10. ANDREA ALEMANNI (2),comune_2021
74,86,0.19501133786848074,1. SABRINA ALFONSI (7) | 2. CARLA CONSUELO FERMARIELLO (5) | 3. GIULIA TEMPESTA (4) | 4. LORENZO MARINONE (4) | 5. MAURIZIO VELOCCIA (4) | 6. RICCARDO CORBUCCI (4) | 7. CLAUDIA PAPPATA' (2) | 8. EDMOND GODO (2) | 9. JULIAN COLABELLO (2) | 10. NELLA CONVERTI (2),comune_2021
75,93,0.17222222222222222,1. CRISTINA MICHETELLI (6) | 2. ERICA BATTAGLIA (6) | 3. YURI TROMBETTI (5) | 4. ALESSANDRO LEPIDINI (3) | 5. CLAUDIA PAPPATA' (3) | 6. MAURIZIO VELOCCIA (3) | 7. SABRINA ALFONSI (3) | 8. CARLA CONSUELO FERMARIELLO (2) | 9. MONICA MORICONI (2) | 10. UBALDO RIGHETTI (2),comune_2021
76,101,0.18808193668528864,1. RICCARDO CORBUCCI (7) | 2. GIOVANNI CRISANTI (5) | 3. CARLA CONSUELO FERMARIELLO (4) | 4. ERICA BATTAGLIA (3) | 5. GIULIA TEMPESTA (3) | 6. GIOVANNI ZANNOLA (2) | 7. OLIMPIA TROILI (2) | 8. PIETRO VITTORIO BARBIERI (2) | 9. SABRINA ALFONSI (2) | 10. YURI TROMBETTI (2),comune_2021
77,111,0.1834710743801653,1. MAURIZIO VELOCCIA (9) | 2. NELLA CONVERTI (6) | 3. ERICA BATTAGLIA (3) | 4. GIULIA TEMPESTA (3) | 5. RICCARDO CORBUCCI (3) | 6. SABRINA ALFONSI (3) | 7. ANTONELLA MELITO (2) | 8. FABRIZIO RUFO (2) | 9. LORENZO MARINONE (2) | 10. OLIMPIA TROILI (2),comune_2021
78,77,0.1949367088607595,1. SABRINA ALFONSI (5) | 2. CRISTINA MICHETELLI (4) | 3. MAURIZIO VELOCCIA (4) | 4. RICCARDO CORBUCCI (4) | 5. VALERICA TARCA (2) | 6. ANDREA ALEMANNI (1) | 7. CLAUDIA PAPPATA' (1) | 8. ERICA BATTAGLIA (1) | 9. GIAMMARCO PALMIERI (1) | 10. GIOVANNI ZANNOLA (1),comune_2021
79,62,0.16230366492146597,1. GIAMMARCO PALMIERI (4) | 2. ANDREA ALEMANNI (3) | 3. SABRINA ALFONSI (3) | 4. SVETLANA CELLI (3) | 5. CLAUDIA PAPPATA' (2) | 6. CRISTINA MICHETELLI (2) | 7. DARIO MARCUCCI (2) | 8. MASSIMO DE SIMONI (2) | 9. OLIMPIA TROILI (2) | 10. PIERO SANDULLI (2),comune_2021
80,76,0.1974025974025974,1. CRISTINA MICHETELLI (8) | 2. ILARIA PICCOLO (3) | 3. MAURIZIO VELOCCIA (3) | 4. PIETRO VITTORIO BARBIERI (3) | 5. RICCARDO CORBUCCI (3) | 6. ANDREA ALEMANNI (2) | 7. ANTONELLA MELITO (2) | 8. FABRIZIO RUFO (2) | 9. GIULIA TEMPESTA (2) | 10. MARIANO ANGELUCCI (2),comune_2021
81,64,0.13168724279835392,1. SABRINA ALFONSI (4) | 2. NELLA CONVERTI (3) | 3. CRISTINA MICHETELLI (2) | 4. MASSIMO DE SIMONI (2) | 5. MAURIZIO VELOCCIA (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONIO CIANCIO (1) | 8. DARIO MARCUCCI (1) | 9. ERICA BATTAGLIA (1) | 10. GIAMMARCO PALMIERI (1),comune_2021
82,87,0.1839323467230444,1. SABRINA ALFONSI (6) | 2. MAURIZIO VELOCCIA (4) | 3. RICCARDO CORBUCCI (3) | 4. ANTONELLA MELITO (2) | 5. ANTONIO CIANCIO (2) | 6. CRISTINA MICHETELLI (2) | 7. GIOVANNI CRISANTI (2) | 8. GIULIA TEMPESTA (2) | 9. ILARIA PICCOLO (2) | 10. ANDREA ALEMANNI (1),comune_2021
83,92,0.16225749559082892,1. MAURIZIO VELOCCIA (5) | 2. RICCARDO CORBUCCI (5) | 3. SABRINA ALFONSI (4) | 4. VALERIA BAGLIO (3) | 5. ANTONELLA MELITO (2) | 6. CARLA CONSUELO FERMARIELLO (2) | 7. ERICA BATTAGLIA (2) | 8. GIOVANNI ZANNOLA (2) | 9. GIULIA TEMPESTA (2) | 10. ANTONIO STAMPETE (1),comune_2021
84,96,0.2064516129032258,1. RICCARDO CORBUCCI (9) | 2. GIULIA TEMPESTA (8) | 3. MAURIZIO VELOCCIA (5) | 4. SABRINA ALFONSI (5) | 5. ANDREA ALEMANNI (4) | 6. ERICA BATTAGLIA (4) | 7. NELLA CONVERTI (4) | 8. SVETLANA CELLI (4) | 9. LORENZO MARINONE (3) | 10. ANTONIO STAMPETE (2),comune_2021
85,92,0.155668358714044,1. RICCARDO CORBUCCI (9) | 2. GIULIA TEMPESTA (8) | 3. CRISTINA MICHETELLI (6) | 4. MAURIZIO VELOCCIA (5) | 5. SABRINA ALFONSI (5) | 6. YURI TROMBETTI (4) | 7. ANDREA ALEMANNI (2) | 8. FABRIZIO RUFO (2) | 9. SVETLANA CELLI (2) | 10. UBALDO RIGHETTI (2),comune_2021
86,118,0.21415607985480944,1. RICCARDO CORBUCCI (12) | 2. GIULIA TEMPESTA (8) | 3. SABRINA ALFONSI (6) | 4. CARLA CONSUELO FERMARIELLO (4) | 5. CRISTINA MICHETELLI (4) | 6. ROCCO STELITANO (4) | 7. MAURIZIO VELOCCIA (3) | 8. PIERO SANDULLI (3) | 9. YURI TROMBETTI (3) | 10. ANDREA ALEMANNI (2),comune_2021
87,81,0.15667311411992263,1. CRISTINA MICHETELLI (4) | 2. ANDREA ALEMANNI (3) | 3. MAURIZIO VELOCCIA (3) | 4. RICCARDO CORBUCCI (3) | 5. SABRINA ALFONSI (3) | 6. CLAUDIA PAPPATA' (2) | 7. GIULIA TEMPESTA (2) | 8. OLIMPIA TROILI (2) | 9. STEFANO MARONGIU (2) | 10. SVETLANA CELLI (2),comune_2021
88,97,0.2055084745762712,1. GIULIA TEMPESTA (8) | 2. RICCARDO CORBUCCI (8) | 3. MAURIZIO VELOCCIA (6) | 4. SABRINA ALFONSI (6) | 5. MASSIMO DE SIMONI (3) | 6. NELLA CONVERTI (3) | 7. CLAUDIA PAPPATA' (2) | 8. GIAMMARCO PALMIERI (2) | 9. SVETLANA CELLI (2) | 10. ANTONIO STAMPETE (1),comune_2021
89,95,0.18375241779497098,1. RICCARDO CORBUCCI (7) | 2. CARLA CONSUELO FERMARIELLO (5) | 3. YURI TROMBETTI (5) | 4. LORENZO MARINONE (4) | 5. SVETLANA CELLI (4) | 6. GIULIA TEMPESTA (3) | 7. ANTONIO STAMPETE (2) | 8. CRISTINA MICHETELLI (2) | 9. PIETRO VITTORIO BARBIERI (2) | 10. ANDREA ALEMANNI (1),comune_2021
90,82,0.1943127962085308,1. GIULIA TEMPESTA (8) | 2. RICCARDO CORBUCCI (7) | 3. MAURIZIO VELOCCIA (5) | 4. SABRINA ALFONSI (4) | 5. MONICA MORICONI (3) | 6. ANTONELLA MELITO (2) | 7. CLAUDIA PAPPATA' (2) | 8. DARIO MARCUCCI (2) | 9. NELLA CONVERTI (2) | 10. UBALDO RIGHETTI (2),comune_2021
91,77,0.16812227074235808,1. GIULIA TEMPESTA (5) | 2. MAURIZIO VELOCCIA (4) | 3. RICCARDO CORBUCCI (4) | 4. SABRINA ALFONSI (4) | 5. ERICA BATTAGLIA (3) | 6. GIAMMARCO PALMIERI (3) | 7. ANDREA ALEMANNI (2) | 8. CRISTINA MICHETELLI (2) | 9. PIETRO VITTORIO BARBIERI (2) | 10. UBALDO RIGHETTI (2),comune_2021
92,86,0.15867158671586715,1. CRISTINA MICHETELLI (6) | 2. RICCARDO CORBUCCI (4) | 3. ANDREA ALEMANNI (3) | 4. CARLA CONSUELO FERMARIELLO (3) | 5. SVETLANA CELLI (3) | 6. CLAUDIO PARAVATI (2) | 7. GIULIA TEMPESTA (2) | 8. UBALDO RIGHETTI (2) | 9. CLAUDIA PAPPATA' (1) | 10. NELLA CONVERTI (1),comune_2021
93,75,0.1918158567774936,1. MAURIZIO VELOCCIA (9) | 2. GIULIA TEMPESTA (7) | 3. SABRINA ALFONSI (7) | 4. ERICA BATTAGLIA (5) | 5. RICCARDO CORBUCCI (5) | 6. GIOVANNI ZANNOLA (3) | 7. CARLA CONSUELO FERMARIELLO (2) | 8. MASSIMO DE SIMONI (2) | 9. NELLA CONVERTI (2) | 10. YURI TROMBETTI (2),comune_2021
94,66,0.13836477987421383,1. CRISTINA MICHETELLI (3) | 2. CARLA CONSUELO FERMARIELLO (2) | 3. SVETLANA CELLI (2) | 4. YURI TROMBETTI (2) | 5. ANDREA ALEMANNI (1) | 6. DARIO MARCUCCI (1) | 7. FABRIZIO RUFO (1) | 8. GIAMMARCO PALMIERI (1) | 9. GIULIA TEMPESTA (1) | 10. ILARIA PICCOLO (1),comune_2021
95,49,0.12280701754385964,1. CARLA CONSUELO FERMARIELLO (3) | 2. SABRINA ALFONSI (3) | 3. GIULIA TEMPESTA (2) | 4. MAURIZIO VELOCCIA (2) | 5. RICCARDO CORBUCCI (2) | 6. UBALDO RIGHETTI (2) | 7. ANTONELLA MELITO (1) | 8. ILARIA PICCOLO (1) | 9. LORENZO MARINONE (1) | 10. NELLA CONVERTI (1),comune_2021
96,63,0.13097713097713098,1. SABRINA ALFONSI (5) | 2. ERICA BATTAGLIA (4) | 3. PIETRO VITTORIO BARBIERI (4) | 4. MAURIZIO VELOCCIA (3) | 5. RICCARDO CORBUCCI (3) | 6. CARLA CONSUELO FERMARIELLO (2) | 7. DANIELE PARRUCCI (2) | 8. DARIO MARCUCCI (2) | 9. GIULIA TEMPESTA (2) | 10. ANDREA ALEMANNI (1),comune_2021
97,84,0.175,1. GIULIA TEMPESTA (6) | 2. RICCARDO CORBUCCI (6) | 3. CRISTINA MICHETELLI (3) | 4. MAURIZIO VELOCCIA (3) | 5. STEFANO MARONGIU (3) | 6. ANTONELLA MELITO (2) | 7. DANIELE PARRUCCI (2) | 8. SABRINA ALFONSI (2) | 9. VALERIA BAGLIO (2) | 10. ERICA BATTAGLIA (1),comune_2021
98,55,0.15492957746478872,1. SVETLANA CELLI (4) | 2. GIULIA TEMPESTA (3) | 3. MAURIZIO VELOCCIA (3) | 4. RICCARDO CORBUCCI (3) | 5. GIAMMARCO PALMIERI (2) | 6. ERICA BATTAGLIA (1) | 7. LORENZO MARINONE (1) | 8. MARIANO ANGELUCCI (1) | 9. NELLA CONVERTI (1) | 10. PIETRO VITTORIO BARBIERI (1),comune_2021
99,90,0.16574585635359115,1. MAURIZIO VELOCCIA (9) | 2. SABRINA ALFONSI (7) | 3. YURI TROMBETTI (5) | 4. ERICA BATTAGLIA (4) | 5. GIULIA TEMPESTA (4) | 6. ANTONELLA MELITO (2) | 7. CLAUDIA PAPPATA' (1) | 8. CRISTINA MICHETELLI (1) | 9. GIAMMARCO PALMIERI (1) | 10. GIOVANNI CRISANTI (1),comune_2021
100,96,0.17235188509874327,1. RICCARDO CORBUCCI (6) | 2. SABRINA ALFONSI (6) | 3. ANDREA ALEMANNI (5) | 4. GIULIA TEMPESTA (4) | 5. CARLA CONSUELO FERMARIELLO (3) | 6. CLAUDIA PAPPATA' (3) | 7. FABRIZIO RUFO (3) | 8. MAURIZIO VELOCCIA (3) | 9. ILARIA PICCOLO (2) | 10. MARIANO ANGELUCCI (2),comune_2021
101,64,0.1553398058252427,1. MAURIZIO VELOCCIA (6) | 2. RICCARDO CORBUCCI (5) | 3. ERICA BATTAGLIA (4) | 4. FABRIZIO RUFO (3) | 5. MARIANO ANGELUCCI (3) | 6. SABRINA ALFONSI (3) | 7. ANTONELLA MELITO (2) | 8. GIULIA TEMPESTA (2) | 9. PIERO SANDULLI (2) | 10. ILARIA PICCOLO (1),comune_2021
102,57,0.11728395061728394,1. MAURIZIO VELOCCIA (4) | 2. SABRINA ALFONSI (4) | 3. CRISTINA MICHETELLI (3) | 4. SVETLANA CELLI (3) | 5. YURI TROMBETTI (3) | 6. ANDREA ALEMANNI (2) | 7. RICCARDO CORBUCCI (2) | 8. UBALDO RIGHETTI (2) | 9. VALERIA BAGLIO (2) | 10. DANIELE PARRUCCI (1),comune_2021
103,65,0.13742071881606766,1. RICCARDO CORBUCCI (6) | 2. GIULIA TEMPESTA (4) | 3. GIOVANNI ZANNOLA (3) | 4. LORENZO MARINONE (3) | 5. SABRINA ALFONSI (3) | 6. ANTONELLA MELITO (2) | 7. CARLA CONSUELO FERMARIELLO (2) | 8. ILARIA PICCOLO (2) | 9. MAURIZIO VELOCCIA (2) | 10. PIETRO VITTORIO BARBIERI (2),comune_2021
104,74,0.16444444444444445,1. ANDREA ALEMANNI (4) | 2. CRISTINA MICHETELLI (3) | 3. RICCARDO CORBUCCI (2) | 4. SVETLANA CELLI (2) | 5. ERICA BATTAGLIA (1) | 6. GIULIA TEMPESTA (1) | 7. LORENZO MARINONE (1) | 8. PIETRO VITTORIO BARBIERI (1) | 9. VALERIA BAGLIO (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
105,54,0.13705583756345177,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),comune_2021
106,49,0.12039312039312039,1. ALESSANDRO LEPIDINI (2) | 2. GIOVANNI CRISANTI (2) | 3. GIULIA TEMPESTA (2) | 4. MASSIMO DE SIMONI (2) | 5. MAURIZIO VELOCCIA (2) | 6. NELLA CONVERTI (2) | 7. RICCARDO CORBUCCI (2) | 8. SABRINA ALFONSI (2) | 9. YURI TROMBETTI (2) | 10. CARLA CONSUELO FERMARIELLO (1),comune_2021
107,80,0.15779092702169625,1. RICCARDO CORBUCCI (5) | 2. GIULIA TEMPESTA (4) | 3. ANDREA ALEMANNI (3) | 4. ANTONELLA MELITO (2) | 5. ERICA BATTAGLIA (2) | 6. GIOVANNI ZANNOLA (2) | 7. VALERIA BAGLIO (2) | 8. GIOVANNI CRISANTI (1) | 9. OLIMPIA TROILI (1) | 10. SABRINA ALFONSI (1),comune_2021
108,58,0.13302752293577982,1. SABRINA ALFONSI (3) | 2. MAURIZIO VELOCCIA (2) | 3. ANTONIO STAMPETE (1) | 4. CLAUDIA PAPPATA' (1) | 5. CLAUDIO PARAVATI (1) | 6. PIETRO VITTORIO BARBIERI (1) | 7. RICCARDO CORBUCCI (1) | 8. ROCCO STELITANO (1) | 9. SVETLANA CELLI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
109,43,0.125,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),comune_2021
110,45,0.14802631578947367,1. CARLA CONSUELO FERMARIELLO (3) | 2. YURI TROMBETTI (3) | 3. ANDREA ALEMANNI (1) | 4. ANTONELLA MELITO (1) | 5. GIAMMARCO PALMIERI (1) | 6. GIOVANNI CRISANTI (1) | 7. GIULIA TEMPESTA (1) | 8. MARIANO ANGELUCCI (1) | 9. RICCARDO CORBUCCI (1) | 10. ROCCO STELITANO (1),comune_2021
111,55,0.1661631419939577,1. RICCARDO CORBUCCI (8) | 2. GIULIA TEMPESTA (7) | 3. ANDREA ALEMANNI (3) | 4. ILARIA PICCOLO (1) | 5. PIETRO VITTORIO BARBIERI (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANTONELLA MELITO (0) | 8. ANTONIO CIANCIO (0) | 9. ANTONIO STAMPETE (0) | 10. CARLA CONSUELO FERMARIELLO (0),comune_2021
112,57,0.17647058823529413,1. RICCARDO CORBUCCI (4) | 2. ANTONIO CIANCIO (3) | 3. ERICA BATTAGLIA (3) | 4. NELLA CONVERTI (2) | 5. CARLA CONSUELO FERMARIELLO (1) | 6. GIOVANNI CRISANTI (1) | 7. GIULIA TEMPESTA (1) | 8. JULIAN COLABELLO (1) | 9. MASSIMO DE SIMONI (1) | 10. SABRINA ALFONSI (1),comune_2021
113,38,0.12063492063492064,1. RICCARDO CORBUCCI (2) | 2. CLAUDIA PAPPATA' (1) | 3. FLAVIA RESTIVO (1) | 4. GIULIA TEMPESTA (1) | 5. MAURIZIO VELOCCIA (1) | 6. ROCCO STELITANO (1) | 7. SABRINA ALFONSI (1) | 8. SVETLANA CELLI (1) | 9. YURI TROMBETTI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
114,78,0.14772727272727273,1. RICCARDO CORBUCCI (10) | 2. GIULIA TEMPESTA (7) | 3. CARLA CONSUELO FERMARIELLO (3) | 4. CRISTINA MICHETELLI (3) | 5. GIOVANNI ZANNOLA (3) | 6. STEFANO MARONGIU (3) | 7. SVETLANA CELLI (3) | 8. ANTONELLA MELITO (2) | 9. ANTONIO STAMPETE (2) | 10. ERICA BATTAGLIA (2),comune_2021
115,21,0.21649484536082475,1. GIULIA TEMPESTA (7) | 2. RICCARDO CORBUCCI (7) | 3. SABRINA ALFONSI (2) | 4. CRISTINA MICHETELLI (1) | 5. DARIO MARCUCCI (1) | 6. FABRIZIO RUFO (1) | 7. NELLA CONVERTI (1) | 8. STEFANO MARONGIU (1) | 9. YURI TROMBETTI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
116,50,0.1278772378516624,1. RICCARDO CORBUCCI (5) | 2. GIAMMARCO PALMIERI (2) | 3. GIULIA TEMPESTA (2) | 4. CARLA CONSUELO FERMARIELLO (1) | 5. CLAUDIA PAPPATA' (1) | 6. DANIELE PARRUCCI (1) | 7. ERICA BATTAGLIA (1) | 8. GIOVANNI CRISANTI (1) | 9. MARIANO ANGELUCCI (1) | 10. UBALDO RIGHETTI (1),comune_2021
117,62,0.16020671834625322,1. YURI TROMBETTI (5) | 2. ANDREA ALEMANNI (4) | 3. SVETLANA CELLI (4) | 4. UBALDO RIGHETTI (2) | 5. ANTONIO STAMPETE (1) | 6. CRISTINA MICHETELLI (1) | 7. GIULIA TEMPESTA (1) | 8. MARCO ROSSI (1) | 9. RICCARDO CORBUCCI (1) | 10. SABRINA ALFONSI (1),comune_2021
118,46,0.13690476190476192,1. ANDREA ALEMANNI (2) | 2. RICCARDO CORBUCCI (2) | 3. SABRINA ALFONSI (2) | 4. SVETLANA CELLI (2) | 5. YURI TROMBETTI (2) | 6. ERICA BATTAGLIA (1) | 7. GIOVANNI CRISANTI (1) | 8. GIULIA TEMPESTA (1) | 9. MAURIZIO VELOCCIA (1) | 10. UBALDO RIGHETTI (1),comune_2021
119,53,0.14763231197771587,1. RICCARDO CORBUCCI (5) | 2. GIULIA TEMPESTA (4) | 3. SABRINA ALFONSI (3) | 4. NELLA CONVERTI (2) | 5. ANTONIO STAMPETE (1) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. ERICA BATTAGLIA (1) | 8. FABRIZIO RUFO (1) | 9. MAURIZIO VELOCCIA (1) | 10. YURI TROMBETTI (1),comune_2021
120,84,0.18543046357615894,1. CARLA CONSUELO FERMARIELLO (6) | 2. ANDREA ALEMANNI (5) | 3. PIERO SANDULLI (5) | 4. SVETLANA CELLI (5) | 5. YURI TROMBETTI (3) | 6. FABRIZIO RUFO (2) | 7. MAURIZIO VELOCCIA (2) | 8. NELLA CONVERTI (2) | 9. PIETRO VITTORIO BARBIERI (2) | 10. ANTONELLA MELITO (1),comune_2021
121,72,0.14634146341463414,1. SABRINA ALFONSI (5) | 2. CARLA CONSUELO FERMARIELLO (4) | 3. LORENZO MARINONE (4) | 4. MONICA MORICONI (4) | 5. ANDREA ALEMANNI (3) | 6. FABRIZIO RUFO (2) | 7. GIOVANNI CRISANTI (2) | 8. GIULIA TEMPESTA (2) | 9. MAURIZIO VELOCCIA (2) | 10. RICCARDO CORBUCCI (2),comune_2021
122,58,0.12581344902386118,1. SABRINA ALFONSI (8) | 2. MAURIZIO VELOCCIA (6) | 3. CARLA CONSUELO FERMARIELLO (4) | 4. ANTONELLA MELITO (2) | 5. ERICA BATTAGLIA (2) | 6. ANDREA ALEMANNI (1) | 7. ANTONIO CIANCIO (1) | 8. CLAUDIA PAPPATA' (1) | 9. GIAMMARCO PALMIERI (1) | 10. GIULIA TEMPESTA (1),comune_2021
