SEZIONE,pd_votes,pd_share,top10_preferenze,tipo
1583,53,0.20703125,1. MONICA MORICONI (24) | 2. YURI TROMBETTI (20) | 3. SVETLANA CELLI (11) | 4. SABRINA ALFONSI (9) | 5. MAURIZIO VELOCCIA (8) | 6. DARIO MARCUCCI (1) | 7. OLIMPIA TROILI (1) | 8. VALERIA BAGLIO (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
1584,79,0.1747787610619469,1. MAURIZIO VELOCCIA (17) | 2. SABRINA ALFONSI (14) | 3. GIAMMARCO PALMIERI (3) | 4. CLAUDIA PAPPATA' (2) | 5. VALERIA BAGLIO (2) | 6. ANDREA ALEMANNI (1) | 7. GIULIA TEMPESTA (1) | 8. ILARIA PICCOLO (1) | 9. PIETRO VITTORIO BARBIERI (1) | 10. STEFANO MARONGIU (1),comune_2021
1585,58,0.1643059490084986,1. SABRINA ALFONSI (12) | 2. SVETLANA CELLI (4) | 3. MAURIZIO VELOCCIA (2) | 4. ANDREA ALEMANNI (1) | 5. ELEONORA GRIMALDI (1) | 6. GIULIA TEMPESTA (1) | 7. MARIA ANGELA BUFALINO (1) | 8. UBALDO RIGHETTI (1) | 9. YURI TROMBETTI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
1586,69,0.1988472622478386,1. MAURIZIO VELOCCIA (17) | 2. SABRINA ALFONSI (14) | 3. ANTONIO STAMPETE (1) | 4. MASSIMO DE SIMONI (1) | 5. NELLA CONVERTI (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANDREA ALEMANNI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. CARLA CONSUELO FERMARIELLO (0),comune_2021
1587,38,0.12140575079872204,1. MAURIZIO VELOCCIA (3) | 2. PIETRO VITTORIO BARBIERI (2) | 3. RICCARDO CORBUCCI (2) | 4. SABRINA ALFONSI (2) | 5. GIULIA TEMPESTA (1) | 6. ILARIA PICCOLO (1) | 7. SVETLANA CELLI (1) | 8. YURI TROMBETTI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
1588,38,0.13970588235294118,1. MAURIZIO VELOCCIA (7) | 2. CLAUDIA PAPPATA' (6) | 3. SABRINA ALFONSI (6) | 4. GIAMMARCO PALMIERI (4) | 5. GIOVANNI ZANNOLA (1) | 6. LORENZO MARINONE (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
1589,54,0.12529002320185614,1. MAURIZIO VELOCCIA (16) | 2. SABRINA ALFONSI (10) | 3. ANDREA ALEMANNI (3) | 4. DARIO MARCUCCI (3) | 5. GIULIA TEMPESTA (3) | 6. CARLA CONSUELO FERMARIELLO (2) | 7. MONICA MORICONI (2) | 8. NELLA CONVERTI (2) | 9. ANTONIO STAMPETE (1) | 10. CLAUDIA PAPPATA' (1),comune_2021
1590,51,0.13896457765667575,1. MAURIZIO VELOCCIA (7) | 2. GIAMMARCO PALMIERI (3) | 3. CARLA CONSUELO FERMARIELLO (2) | 4. LORENZO MARINONE (2) | 5. OLIMPIA TROILI (2) | 6. SABRINA ALFONSI (2) | 7. CLAUDIA PAPPATA' (1) | 8. DANIELE PARRUCCI (1) | 9. NELLA CONVERTI (1) | 10. RICCARDO CORBUCCI (1),comune_2021
1591,55,0.12168141592920353,1. MAURIZIO VELOCCIA (9) | 2. SABRINA ALFONSI (6) | 3. PIETRO VITTORIO BARBIERI (2) | 4. VALERIA BAGLIO (2) | 5. CRISTINA MICHETELLI (1) | 6. DANIELE PARRUCCI (1) | 7. ERICA BATTAGLIA (1) | 8. FLAVIA RESTIVO (1) | 9. GIAMMARCO PALMIERI (1) | 10. ILARIA PICCOLO (1),comune_2021
1592,80,0.16666666666666666,1. MAURIZIO VELOCCIA (12) | 2. SABRINA ALFONSI (4) | 3. VALERIA BAGLIO (2) | 4. ANTONELLA MELITO (1) | 5. DANIELE PARRUCCI (1) | 6. GIULIA TEMPESTA (1) | 7. LORENZO MARINONE (1) | 8. MONICA MORICONI (1) | 9. PIERO SANDULLI (1) | 10. UBALDO RIGHETTI (1),comune_2021
1593,91,0.22358722358722358,1. MAURIZIO VELOCCIA (13) | 2. SABRINA ALFONSI (8) | 3. GIOVANNI ZANNOLA (2) | 4. CARLA CONSUELO FERMARIELLO (1) | 5. CLAUDIA PAPPATA' (1) | 6. CLAUDIO PARAVATI (1) | 7. ERICA BATTAGLIA (1) | 8. FABRIZIO RUFO (1) | 9. JULIAN COLABELLO (1) | 10. LORENZO MARINONE (1),comune_2021
1594,94,0.19789473684210526,1. MAURIZIO VELOCCIA (28) | 2. SABRINA ALFONSI (17) | 3. ANTONELLA MELITO (7) | 4. GIAMMARCO PALMIERI (3) | 5. CLAUDIA PAPPATA' (1) | 6. CRISTINA MICHETELLI (1) | 7. DANIELE PARRUCCI (1) | 8. DARIO MARCUCCI (1) | 9. ERICA BATTAGLIA (1) | 10. GIOVANNI CRISANTI (1),comune_2021
1595,100,0.18761726078799248,1. MAURIZIO VELOCCIA (32) | 2. SABRINA ALFONSI (21) | 3. ANTONELLA MELITO (3) | 4. CLAUDIA PAPPATA' (3) | 5. UBALDO RIGHETTI (3) | 6. ROCCO STELITANO (2) | 7. ERICA BATTAGLIA (1) | 8. GIAMMARCO PALMIERI (1) | 9. GIULIA TEMPESTA (1) | 10. ILARIA PICCOLO (1),comune_2021
1596,26,0.18181818181818182,1. MAURIZIO VELOCCIA (10) | 2. SABRINA ALFONSI (6) | 3. DANIELE PARRUCCI (2) | 4. ALESSANDRO LEPIDINI (1) | 5. ANTONELLA MELITO (1) | 6. ANTONIO STAMPETE (1) | 7. CLAUDIA PAPPATA' (1) | 8. GIULIA TEMPESTA (1) | 9. LORENZO MARINONE (1) | 10. OLIMPIA TROILI (1),comune_2021
1597,85,0.17932489451476794,1. MAURIZIO VELOCCIA (15) | 2. GIAMMARCO PALMIERI (8) | 3. SABRINA ALFONSI (7) | 4. GIULIA TEMPESTA (5) | 5. CLAUDIA PAPPATA' (4) | 6. ANTONIO STAMPETE (3) | 7. LORENZO MARINONE (2) | 8. NELLA CONVERTI (2) | 9. UBALDO RIGHETTI (2) | 10. YURI TROMBETTI (2),comune_2021
1598,64,0.15571776155717762,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),comune_2021
1599,99,0.18857142857142858,1. MAURIZIO VELOCCIA (22) | 2. SABRINA ALFONSI (8) | 3. ANTONELLA MELITO (2) | 4. FABRIZIO RUFO (2) | 5. ANDREA ALEMANNI (1) | 6. ANTONIO STAMPETE (1) | 7. CLAUDIA PAPPATA' (1) | 8. CRISTINA MICHETELLI (1) | 9. DANIELE PARRUCCI (1) | 10. DARIO MARCUCCI (1),comune_2021
1600,67,0.16262135922330098,1. MAURIZIO VELOCCIA (25) | 2. SABRINA ALFONSI (17) | 3. ANTONELLA MELITO (1) | 4. LORENZO MARINONE (1) | 5. MARIANO ANGELUCCI (1) | 6. UBALDO RIGHETTI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),comune_2021
1601,81,0.2219178082191781,1. MAURIZIO VELOCCIA (10) | 2. SABRINA ALFONSI (7) | 3. SVETLANA CELLI (5) | 4. ANDREA ALEMANNI (3) | 5. PIERO SANDULLI (2) | 6. CLAUDIA PAPPATA' (1) | 7. CRISTINA MICHETELLI (1) | 8. ERICA BATTAGLIA (1) | 9. GIULIA TEMPESTA (1) | 10. RICCARDO CORBUCCI (1),comune_2021
1602,47,0.1598639455782313,1. MAURIZIO VELOCCIA (16) | 2. SABRINA ALFONSI (8) | 3. ANTONELLA MELITO (2) | 4. ERICA BATTAGLIA (2) | 5. PIERO SANDULLI (2) | 6. CLAUDIA PAPPATA' (1) | 7. GIAMMARCO PALMIERI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANDREA ALEMANNI (0) | 10. ANTONIO CIANCIO (0),comune_2021
1603,95,0.13456090651558072,1. CLAUDIA PAPPATA' (13) | 2. DANIELE PARRUCCI (3) | 3. MAURIZIO VELOCCIA (3) | 4. SVETLANA CELLI (3) | 5. ANDREA ALEMANNI (2) | 6. ANTONELLA MELITO (2) | 7. ANTONIO CIANCIO (2) | 8. FLAVIA RESTIVO (1) | 9. GIAMMARCO PALMIERI (1) | 10. GIOVANNI ZANNOLA (1),comune_2021
1604,8,0.21052631578947367,1. CLAUDIA PAPPATA' (4) | 2. ALESSANDRO LEPIDINI (2) | 3. ANDREA ALEMANNI (2) | 4. ANTONELLA MELITO (2) | 5. MAURIZIO VELOCCIA (1) | 6. SABRINA ALFONSI (1) | 7. ANTONIO CIANCIO (0) | 8. ANTONIO STAMPETE (0) | 9. CARLA CONSUELO FERMARIELLO (0) | 10. CLAUDIO PARAVATI (0),comune_2021
1605,102,0.18345323741007194,1. CLAUDIA PAPPATA' (5) | 2. MARIANO ANGELUCCI (5) | 3. ALESSANDRO LEPIDINI (4) | 4. GIULIA TEMPESTA (4) | 5. VALERIA BAGLIO (4) | 6. MAURIZIO VELOCCIA (3) | 7. SABRINA ALFONSI (3) | 8. ANTONIO STAMPETE (2) | 9. MONICA MORICONI (2) | 10. SVETLANA CELLI (2),comune_2021
1606,95,0.19547325102880658,1. ANDREA ALEMANNI (4) | 2. GIOVANNI CRISANTI (4) | 3. ALESSANDRO LEPIDINI (3) | 4. ANTONELLA MELITO (3) | 5. MONICA MORICONI (3) | 6. SVETLANA CELLI (3) | 7. FABRIZIO RUFO (2) | 8. GIOVANNI ZANNOLA (2) | 9. ROCCO STELITANO (2) | 10. SABRINA ALFONSI (2),comune_2021
1607,70,0.18229166666666666,1. MAURIZIO VELOCCIA (4) | 2. NELLA CONVERTI (4) | 3. SABRINA ALFONSI (3) | 4. VALERIA BAGLIO (3) | 5. JULIAN COLABELLO (2) | 6. UBALDO RIGHETTI (2) | 7. ALESSANDRO LEPIDINI (1) | 8. ANTONIO STAMPETE (1) | 9. GIULIA TEMPESTA (1) | 10. MARIANO ANGELUCCI (1),comune_2021
1608,88,0.1864406779661017,1. CLAUDIA PAPPATA' (5) | 2. MARIANO ANGELUCCI (5) | 3. GIULIA TEMPESTA (4) | 4. SABRINA ALFONSI (4) | 5. ANDREA ALEMANNI (3) | 6. GIOVANNI ZANNOLA (3) | 7. VALERIA BAGLIO (3) | 8. ALESSANDRO LEPIDINI (2) | 9. FLAVIA RESTIVO (2) | 10. GIAMMARCO PALMIERI (2),comune_2021
1609,104,0.21987315010570824,1. SVETLANA CELLI (6) | 2. ANDREA ALEMANNI (5) | 3. CLAUDIO PARAVATI (5) | 4. LORENZO MARINONE (4) | 5. MAURIZIO VELOCCIA (4) | 6. RICCARDO CORBUCCI (3) | 7. ALESSANDRO LEPIDINI (2) | 8. ANTONELLA MELITO (2) | 9. FABRIZIO RUFO (2) | 10. GIULIA TEMPESTA (2),comune_2021
1610,91,0.17267552182163187,1. ALESSANDRO LEPIDINI (4) | 2. CLAUDIA PAPPATA' (4) | 3. ANTONELLA MELITO (3) | 4. CARLA CONSUELO FERMARIELLO (3) | 5. MARIANO ANGELUCCI (3) | 6. MAURIZIO VELOCCIA (3) | 7. FLAVIA RESTIVO (2) | 8. LORENZO MARINONE (2) | 9. SABRINA ALFONSI (2) | 10. UBALDO RIGHETTI (2),comune_2021
1611,23,0.08156028368794327,1. GIULIA TEMPESTA (2) | 2. MAURIZIO VELOCCIA (2) | 3. ROCCO STELITANO (2) | 4. LORENZO MARINONE (1) | 5. YIFAN LIN (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANDREA ALEMANNI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),comune_2021
1612,60,0.16042780748663102,1. ALESSANDRO LEPIDINI (6) | 2. CLAUDIA PAPPATA' (3) | 3. MAURIZIO VELOCCIA (3) | 4. GIULIA TEMPESTA (2) | 5. SABRINA ALFONSI (2) | 6. ANDREA ALEMANNI (1) | 7. ERICA BATTAGLIA (1) | 8. MARIANO ANGELUCCI (1) | 9. PIERO SANDULLI (1) | 10. RICCARDO CORBUCCI (1),comune_2021
1613,60,0.19169329073482427,1. ROCCO STELITANO (11) | 2. CLAUDIA PAPPATA' (5) | 3. FLAVIA RESTIVO (3) | 4. DANIELE PARRUCCI (2) | 5. GIULIA TEMPESTA (2) | 6. MARIANO ANGELUCCI (2) | 7. ANDREA ALEMANNI (1) | 8. CRISTINA MICHETELLI (1) | 9. GIOVANNI CRISANTI (1) | 10. MARIA ANGELA BUFALINO (1),comune_2021
1614,51,0.16037735849056603,1. CLAUDIA PAPPATA' (6) | 2. ALESSANDRO LEPIDINI (4) | 3. GIULIA TEMPESTA (3) | 4. SVETLANA CELLI (3) | 5. PIERO SANDULLI (2) | 6. ROCCO STELITANO (2) | 7. FLAVIA RESTIVO (1) | 8. GIAMMARCO PALMIERI (1) | 9. RICCARDO CORBUCCI (1) | 10. VALERIA BAGLIO (1),comune_2021
1615,59,0.21933085501858737,1. ANTONELLA MELITO (5) | 2. ROCCO STELITANO (5) | 3. CLAUDIA PAPPATA' (4) | 4. MARIANO ANGELUCCI (3) | 5. YURI TROMBETTI (3) | 6. CLAUDIO PARAVATI (2) | 7. GIULIA TEMPESTA (2) | 8. SABRINA ALFONSI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
1616,88,0.25958702064896755,1. ALESSANDRO LEPIDINI (9) | 2. CLAUDIA PAPPATA' (9) | 3. SVETLANA CELLI (4) | 4. DANIELE PARRUCCI (3) | 5. ANTONELLA MELITO (2) | 6. ANTONIO STAMPETE (2) | 7. CLAUDIO PARAVATI (2) | 8. GIOVANNI ZANNOLA (2) | 9. VALERIA BAGLIO (2) | 10. ANTONIO CIANCIO (1),comune_2021
1617,46,0.16606498194945848,1. ROCCO STELITANO (8) | 2. CLAUDIA PAPPATA' (5) | 3. YURI TROMBETTI (4) | 4. CARLA CONSUELO FERMARIELLO (3) | 5. ALESSANDRO LEPIDINI (2) | 6. GIAMMARCO PALMIERI (1) | 7. PIERO SANDULLI (1) | 8. ANDREA ALEMANNI (0) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
1618,34,0.15384615384615385,1. ALESSANDRO LEPIDINI (13) | 2. MAURIZIO VELOCCIA (4) | 3. YURI TROMBETTI (4) | 4. ANDREA ALEMANNI (2) | 5. CARLA CONSUELO FERMARIELLO (2) | 6. CLAUDIA PAPPATA' (2) | 7. SVETLANA CELLI (2) | 8. GIAMMARCO PALMIERI (1) | 9. ANTONELLA MELITO (0) | 10. ANTONIO CIANCIO (0),comune_2021
1619,29,0.10545454545454545,1. ANTONELLA MELITO (3) | 2. CLAUDIA PAPPATA' (2) | 3. ALESSANDRO LEPIDINI (1) | 4. MAURIZIO VELOCCIA (1) | 5. ANDREA ALEMANNI (0) | 6. ANTONIO CIANCIO (0) | 7. ANTONIO STAMPETE (0) | 8. CARLA CONSUELO FERMARIELLO (0) | 9. CLAUDIO PARAVATI (0) | 10. CRISTINA MICHETELLI (0),comune_2021
1620,38,0.1688888888888889,1. YURI TROMBETTI (5) | 2. CLAUDIA PAPPATA' (4) | 3. MAURIZIO VELOCCIA (4) | 4. ALESSANDRO LEPIDINI (2) | 5. ANDREA ALEMANNI (1) | 6. CARLA CONSUELO FERMARIELLO (1) | 7. NELLA CONVERTI (1) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),comune_2021
1621,40,0.15037593984962405,1. MAURIZIO VELOCCIA (7) | 2. ANTONELLA MELITO (1) | 3. CLAUDIA PAPPATA' (1) | 4. ERICA BATTAGLIA (1) | 5. STEFANO MARONGIU (1) | 6. YURI TROMBETTI (1) | 7. ALESSANDRO LEPIDINI (0) | 8. ANDREA ALEMANNI (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),comune_2021
1622,25,0.11682242990654206,1. CLAUDIA PAPPATA' (4) | 2. YURI TROMBETTI (3) | 3. ROCCO STELITANO (2) | 4. GIAMMARCO PALMIERI (1) | 5. GIULIA TEMPESTA (1) | 6. ALESSANDRO LEPIDINI (0) | 7. ANDREA ALEMANNI (0) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),comune_2021
1623,79,0.17173913043478262,1. CLAUDIA PAPPATA' (6) | 2. ALESSANDRO LEPIDINI (4) | 3. SABRINA ALFONSI (4) | 4. YURI TROMBETTI (4) | 5. MAURIZIO VELOCCIA (3) | 6. STEFANO MARONGIU (3) | 7. GIAMMARCO PALMIERI (2) | 8. VALERIA BAGLIO (2) | 9. ANTONIO STAMPETE (1) | 10. FABRIZIO RUFO (1),comune_2021
1624,79,0.14629629629629629,1. ANTONIO STAMPETE (13) | 2. GIOVANNI ZANNOLA (7) | 3. VALERIA BAGLIO (6) | 4. ANDREA ALEMANNI (2) | 5. CARLA CONSUELO FERMARIELLO (2) | 6. MAURIZIO VELOCCIA (2) | 7. SABRINA ALFONSI (2) | 8. SVETLANA CELLI (2) | 9. YURI TROMBETTI (2) | 10. CRISTINA MICHETELLI (1),comune_2021
1625,40,0.12422360248447205,1. YURI TROMBETTI (3) | 2. CLAUDIA PAPPATA' (2) | 3. GIULIA TEMPESTA (2) | 4. ALESSANDRO LEPIDINI (1) | 5. ANDREA ALEMANNI (1) | 6. GIAMMARCO PALMIERI (1) | 7. ROCCO STELITANO (1) | 8. ANTONELLA MELITO (0) | 9. ANTONIO CIANCIO (0) | 10. ANTONIO STAMPETE (0),comune_2021
1626,95,0.1962809917355372,1. ALESSANDRO LEPIDINI (10) | 2. CLAUDIA PAPPATA' (6) | 3. CRISTINA MICHETELLI (4) | 4. GIOVANNI ZANNOLA (4) | 5. MARIANO ANGELUCCI (4) | 6. ANTONIO STAMPETE (3) | 7. DANIELE PARRUCCI (3) | 8. GIULIA TEMPESTA (3) | 9. YURI TROMBETTI (3) | 10. ANDREA ALEMANNI (2),comune_2021
1627,131,0.2990867579908676,1. YURI TROMBETTI (18) | 2. ALESSANDRO LEPIDINI (16) | 3. CRISTINA MICHETELLI (16) | 4. CLAUDIA PAPPATA' (13) | 5. ANDREA ALEMANNI (5) | 6. GIORGIO RAFFAELE CALVI (4) | 7. SABRINA ALFONSI (4) | 8. VALERIA BAGLIO (4) | 9. MAURIZIO VELOCCIA (3) | 10. UBALDO RIGHETTI (3),comune_2021
1628,90,0.18907563025210083,1. SABRINA ALFONSI (7) | 2. MAURIZIO VELOCCIA (5) | 3. ALESSANDRO LEPIDINI (4) | 4. ANDREA ALEMANNI (3) | 5. CLAUDIA PAPPATA' (3) | 6. MONICA MORICONI (3) | 7. ANTONELLA MELITO (2) | 8. OLIMPIA TROILI (2) | 9. SVETLANA CELLI (2) | 10. UBALDO RIGHETTI (2),comune_2021
1629,71,0.18489583333333334,1. CLAUDIA PAPPATA' (6) | 2. CRISTINA MICHETELLI (4) | 3. YURI TROMBETTI (4) | 4. GIULIA TEMPESTA (3) | 5. MARIANO ANGELUCCI (3) | 6. DANIELE PARRUCCI (2) | 7. PIERO SANDULLI (2) | 8. ROCCO STELITANO (2) | 9. SABRINA ALFONSI (2) | 10. SVETLANA CELLI (2),comune_2021
1630,93,0.20217391304347826,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),comune_2021
1631,84,0.15584415584415584,1. CLAUDIA PAPPATA' (5) | 2. ANDREA ALEMANNI (4) | 3. MARIANO ANGELUCCI (4) | 4. MAURIZIO VELOCCIA (4) | 5. NELLA CONVERTI (4) | 6. SABRINA ALFONSI (4) | 7. ANTONELLA MELITO (2) | 8. DARIO MARCUCCI (2) | 9. GIAMMARCO PALMIERI (2) | 10. GIULIA TEMPESTA (2),comune_2021
1632,139,0.2220447284345048,1. SABRINA ALFONSI (5) | 2. ALESSANDRO LEPIDINI (4) | 3. ANDREA ALEMANNI (4) | 4. ANTONIO STAMPETE (4) | 5. CLAUDIA PAPPATA' (3) | 6. MARIANO ANGELUCCI (3) | 7. NELLA CONVERTI (3) | 8. CLAUDIO PARAVATI (2) | 9. DANIELE PARRUCCI (2) | 10. FLAVIA RESTIVO (2),comune_2021
1633,95,0.18886679920477137,1. SVETLANA CELLI (7) | 2. MARIANO ANGELUCCI (6) | 3. SABRINA ALFONSI (5) | 4. ANTONELLA MELITO (4) | 5. LORENZO MARINONE (4) | 6. ANTONIO STAMPETE (3) | 7. CLAUDIA PAPPATA' (3) | 8. ANDREA ALEMANNI (2) | 9. FABRIZIO RUFO (2) | 10. GIAMMARCO PALMIERI (2),comune_2021
1634,93,0.16431095406360424,1. VALERIA BAGLIO (9) | 2. CLAUDIA PAPPATA' (5) | 3. ANDREA ALEMANNI (3) | 4. ANTONIO STAMPETE (2) | 5. ERICA BATTAGLIA (2) | 6. MARIANO ANGELUCCI (2) | 7. MAURIZIO VELOCCIA (2) | 8. SABRINA ALFONSI (2) | 9. SVETLANA CELLI (2) | 10. ANTONELLA MELITO (1),comune_2021
1635,81,0.14647377938517178,1. MAURIZIO VELOCCIA (6) | 2. ILARIA PICCOLO (4) | 3. PIETRO VITTORIO BARBIERI (4) | 4. SABRINA ALFONSI (4) | 5. SVETLANA CELLI (3) | 6. ANDREA ALEMANNI (2) | 7. ANTONELLA MELITO (2) | 8. CARLA CONSUELO FERMARIELLO (2) | 9. GIULIA TEMPESTA (2) | 10. RICCARDO CORBUCCI (2),comune_2021
1636,84,0.16901408450704225,1. MAURIZIO VELOCCIA (16) | 2. FLAVIA RESTIVO (4) | 3. MARIANO ANGELUCCI (4) | 4. SVETLANA CELLI (4) | 5. ANDREA ALEMANNI (3) | 6. GIULIA TEMPESTA (3) | 7. SABRINA ALFONSI (3) | 8. VALERIA BAGLIO (3) | 9. ALESSANDRO LEPIDINI (2) | 10. GIOVANNI ZANNOLA (2),comune_2021
1637,35,0.11182108626198083,1. MAURIZIO VELOCCIA (15) | 2. SABRINA ALFONSI (15) | 3. ANDREA ALEMANNI (2) | 4. CLAUDIA PAPPATA' (2) | 5. ALESSANDRO LEPIDINI (1) | 6. GIOVANNI ZANNOLA (1) | 7. JULIAN COLABELLO (1) | 8. MARIANO ANGELUCCI (1) | 9. SVETLANA CELLI (1) | 10. VALERIA BAGLIO (1),comune_2021
1638,78,0.1776765375854214,1. MARIANO ANGELUCCI (5) | 2. LORENZO MARINONE (4) | 3. ANTONELLA MELITO (3) | 4. MONICA MORICONI (3) | 5. CLAUDIA PAPPATA' (2) | 6. DANIELE PARRUCCI (2) | 7. FLAVIA RESTIVO (2) | 8. OLIMPIA TROILI (2) | 9. SABRINA ALFONSI (2) | 10. VALERIA BAGLIO (2),comune_2021
1639,56,0.13145539906103287,1. ANTONIO CIANCIO (2) | 2. FABRIZIO RUFO (2) | 3. ROCCO STELITANO (2) | 4. SABRINA ALFONSI (2) | 5. ANDREA ALEMANNI (1) | 6. DANIELE PARRUCCI (1) | 7. STEFANO MARONGIU (1) | 8. SVETLANA CELLI (1) | 9. UBALDO RIGHETTI (1) | 10. ALESSANDRO LEPIDINI (0),comune_2021
1640,19,0.2087912087912088,1. SVETLANA CELLI (4) | 2. ILARIA PICCOLO (2) | 3. MARIANO ANGELUCCI (2) | 4. PIETRO VITTORIO BARBIERI (2) | 5. SABRINA ALFONSI (2) | 6. ANDREA ALEMANNI (1) | 7. CLAUDIA PAPPATA' (1) | 8. CRISTINA MICHETELLI (1) | 9. GIULIA TEMPESTA (1) | 10. MAURIZIO VELOCCIA (1),comune_2021
1641,39,0.17256637168141592,1. ILARIA PICCOLO (3) | 2. ERICA BATTAGLIA (2) | 3. MAURIZIO VELOCCIA (2) | 4. ANDREA ALEMANNI (1) | 5. ANTONELLA MELITO (1) | 6. ELEONORA GRIMALDI (1) | 7. GIULIA TEMPESTA (1) | 8. MARIANO ANGELUCCI (1) | 9. PIERO SANDULLI (1) | 10. ROCCO STELITANO (1),comune_2021
1642,23,0.11219512195121951,1. MARIANO ANGELUCCI (3) | 2. SVETLANA CELLI (3) | 3. SABRINA ALFONSI (2) | 4. ANTONELLA MELITO (1) | 5. ANTONIO STAMPETE (1) | 6. ERICA BATTAGLIA (1) | 7. PIETRO VITTORIO BARBIERI (1) | 8. ALESSANDRO LEPIDINI (0) | 9. ANDREA ALEMANNI (0) | 10. ANTONIO CIANCIO (0),comune_2021
1643,48,0.11428571428571428,1. ALESSANDRO LEPIDINI (0) | 2. ANDREA ALEMANNI (0) | 3. ANTONELLA MELITO (0) | 4. ANTONIO CIANCIO (0) | 5. ANTONIO STAMPETE (0) | 6. CARLA CONSUELO FERMARIELLO (0) | 7. CLAUDIA PAPPATA' (0) | 8. CLAUDIO PARAVATI (0) | 9. CRISTINA MICHETELLI (0) | 10. DANIELE PARRUCCI (0),comune_2021
1644,68,0.15178571428571427,1. SABRINA ALFONSI (6) | 2. MAURIZIO VELOCCIA (5) | 3. ALESSANDRO LEPIDINI (3) | 4. FABRIZIO RUFO (2) | 5. SVETLANA CELLI (2) | 6. VALERIA BAGLIO (2) | 7. CLAUDIA PAPPATA' (1) | 8. ERICA BATTAGLIA (1) | 9. FLAVIA RESTIVO (1) | 10. GIOVANNI ZANNOLA (1),comune_2021
1645,53,0.13316582914572864,1. ERICA BATTAGLIA (4) | 2. MARIANO ANGELUCCI (4) | 3. CLAUDIA PAPPATA' (3) | 4. UBALDO RIGHETTI (3) | 5. FABRIZIO RUFO (2) | 6. ANTONELLA MELITO (1) | 7. MASSIMO DE SIMONI (1) | 8. SVETLANA CELLI (1) | 9. ALESSANDRO LEPIDINI (0) | 10. ANDREA ALEMANNI (0),comune_2021
1646,48,0.1875,1. ALESSANDRO LEPIDINI (1) | 2. ANTONELLA MELITO (1) | 3. ERICA BATTAGLIA (1) | 4. LORENZO MARINONE (1) | 5. MARCO ROSSI (1) | 6. MAURIZIO VELOCCIA (1) | 7. MONICA MORICONI (1) | 8. ROCCO STELITANO (1) | 9. SABRINA ALFONSI (1) | 10. STEFANO MARONGIU (1),comune_2021
1647,30,0.16304347826086957,1. CLAUDIA PAPPATA' (4) | 2. SABRINA ALFONSI (3) | 3. ANDREA ALEMANNI (2) | 4. LORENZO MARINONE (2) | 5. MAURIZIO VELOCCIA (2) | 6. SVETLANA CELLI (2) | 7. YIFAN LIN (2) | 8. ALESSANDRO LEPIDINI (1) | 9. DANIELE PARRUCCI (1) | 10. GIAMMARCO PALMIERI (1),comune_2021
1648,67,0.15839243498817968,1. MARIANO ANGELUCCI (8) | 2. CLAUDIA PAPPATA' (4) | 3. GIOVANNI CRISANTI (3) | 4. PIERO SANDULLI (3) | 5. SABRINA ALFONSI (3) | 6. ANTONIO STAMPETE (2) | 7. GIORGIO RAFFAELE CALVI (2) | 8. MAURIZIO VELOCCIA (2) | 9. YURI TROMBETTI (2) | 10. FLAVIA RESTIVO (1),comune_2021
