SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
216,111,0.25517241379310346,91,1. FILIPPO MARIA LAGUZZI (6) | 2. SILVIA DE ROSA (6) | 3. ROBERTO CASAMENTO (5) | 4. NASTASSJA HABDANK (4) | 5. FEDERICA RAMPINI (2) | 6. MONICA MAGGI (2) | 7. NICOLETTA FUNGHI (2) | 8. LUIGI MAIO (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. MIRKO MANFRE' (1),20,1. MARIA CONCETTA ROMANO (5) | 2. ANTONIO FABRIZI (2) | 3. CHRISTIAN RAIMO (2) | 4. ENRICA LEO (1) | 5. FRANCESCA FARCHI (1) | 6. MATTEO ZOCCHI (1) | 7. ORNELLA PUNZO (1) | 8. SERGIO ORSINI (1) | 9. STEFANO SAMPAOLO (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
217,91,0.24331550802139038,80,1. FEDERICA RAMPINI (8) | 2. FILIPPO MARIA LAGUZZI (5) | 3. NASTASSJA HABDANK (5) | 4. SIMONA SORTINO (4) | 5. MATTEO PIETROSANTE (3) | 6. ITALO DELLA BELLA (2) | 7. MIRKO MANFRE' (2) | 8. ROBERTO CASAMENTO (2) | 9. LORENZO SPIZZICHINO (1) | 10. LUIGI MAIO (1),11,1. ANTONIO FABRIZI (3) | 2. CHRISTIAN RAIMO (2) | 3. FRANCESCA FARCHI (2) | 4. MARTINA TESTA (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. CHIARA CALLINI (0) | 8. CHIARA CENTAMORI (0) | 9. ENRICA LEO (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
218,85,0.20190023752969122,74,1. MIRKO MANFRE' (5) | 2. NICOLETTA FUNGHI (5) | 3. FEDERICA RAMPINI (4) | 4. ANTONIO COMITO (3) | 5. FILIPPO MARIA LAGUZZI (3) | 6. GABRIELE CARRADORI (2) | 7. ORNELLA LOVELLO (2) | 8. PAOLA CAVALIERI (2) | 9. CESARE ALFIDI (1) | 10. GABRIELE MICHELI (1),11,1. MARIA CONCETTA ROMANO (3) | 2. ALESSANDRO TADDEI (1) | 3. ANTONIO FABRIZI (1) | 4. GIOVANNI RUOCCO (1) | 5. GIULIA FERRARA (1) | 6. MARTINA TESTA (1) | 7. STEFANO SAMPAOLO (1) | 8. ANNA LODESERTO (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
219,105,0.21875,72,1. NICOLETTA FUNGHI (4) | 2. FEDERICA RAMPINI (3) | 3. FILIPPO MARIA LAGUZZI (2) | 4. MARIA ANTONIETTA DEL MORO (2) | 5. GABRIELE CARRADORI (1) | 6. LORENZO SPIZZICHINO (1) | 7. MATTEO PIETROSANTE (1) | 8. SILVIA DE ROSA (1) | 9. ANTONIO COMITO (0) | 10. CESARE ALFIDI (0),33,1. CHRISTIAN RAIMO (6) | 2. MATTEO ZOCCHI (4) | 3. STEFANO SAMPAOLO (3) | 4. MARIA CONCETTA ROMANO (2) | 5. SERGIO ORSINI (2) | 6. ANNA LODESERTO (1) | 7. CHIARA CENTAMORI (1) | 8. ENRICA LEO (1) | 9. FRANCESCA FARCHI (1) | 10. GIULIA FERRARA (1),municipio3_2021
220,104,0.2937853107344633,92,1. LUIGI MAIO (15) | 2. FEDERICA RAMPINI (9) | 3. FILIPPO MARIA LAGUZZI (7) | 4. NASTASSJA HABDANK (5) | 5. MATTEO PIETROSANTE (2) | 6. SIMONA RUSSO (2) | 7. ANTONIO COMITO (1) | 8. CESARE ALFIDI (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. MIRKO MANFRE' (1),12,1. CHRISTIAN RAIMO (2) | 2. MARIA CONCETTA ROMANO (1) | 3. MARTINA TESTA (1) | 4. SILVIA LAZZARI (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
221,116,0.2595078299776286,86,1. FEDERICA RAMPINI (10) | 2. FILIPPO MARIA LAGUZZI (6) | 3. NASTASSJA HABDANK (4) | 4. MATTEO PIETROSANTE (3) | 5. MIRKO MANFRE' (2) | 6. SIMONA RUSSO (2) | 7. MONICA MAGGI (1) | 8. ROBERTO CASAMENTO (1) | 9. SILVIA DE ROSA (1) | 10. SIMONA SORTINO (1),30,1. MATTEO ZOCCHI (5) | 2. CHRISTIAN RAIMO (4) | 3. FRANCESCA FARCHI (4) | 4. MARTINA TESTA (4) | 5. STEFANO SAMPAOLO (4) | 6. MARIA CONCETTA ROMANO (3) | 7. ANNA LODESERTO (1) | 8. ANTONIO FABRIZI (1) | 9. CHIARA CALLINI (1) | 10. VALERIO BONANNI (1),municipio3_2021
222,168,0.2916666666666667,123,1. LUIGI MAIO (5) | 2. MATTEO PIETROSANTE (2) | 3. MIRKO MANFRE' (2) | 4. ORNELLA LOVELLO (2) | 5. FEDERICA RAMPINI (1) | 6. ITALO DELLA BELLA (1) | 7. LORENZO SPIZZICHINO (1) | 8. PAOLA CAVALIERI (1) | 9. SIMONA RUSSO (1) | 10. SIMONA SORTINO (1),45,1. CHRISTIAN RAIMO (9) | 2. MARTINA TESTA (8) | 3. STEFANO SAMPAOLO (6) | 4. MATTEO ZOCCHI (3) | 5. MARIA CONCETTA ROMANO (2) | 6. SILVIA LAZZARI (2) | 7. ANTONIO FABRIZI (1) | 8. MARIA CRISTINA PANI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
223,101,0.23653395784543327,91,1. LORENZO SPIZZICHINO (8) | 2. PAOLA CAVALIERI (7) | 3. FEDERICA RAMPINI (4) | 4. FILIPPO MARIA LAGUZZI (2) | 5. SIMONA SORTINO (2) | 6. ANTONIO COMITO (1) | 7. MATTEO PIETROSANTE (1) | 8. MONICA MAGGI (1) | 9. SILVIA DE ROSA (1) | 10. CESARE ALFIDI (0),10,1. STEFANO SAMPAOLO (4) | 2. MARTINA TESTA (3) | 3. MATTEO ZOCCHI (2) | 4. ANTONIO FABRIZI (1) | 5. CHRISTIAN RAIMO (1) | 6. MARIA CONCETTA ROMANO (1) | 7. ORNELLA PUNZO (1) | 8. VALERIO BONANNI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
224,105,0.21875,78,1. SILVIA DE ROSA (4) | 2. FILIPPO MARIA LAGUZZI (3) | 3. FEDERICA RAMPINI (2) | 4. LORENZO SPIZZICHINO (2) | 5. MARIA ANTONIETTA DEL MORO (2) | 6. NASTASSJA HABDANK (2) | 7. ROBERTO CASAMENTO (2) | 8. SIMONA SORTINO (2) | 9. CESARE ALFIDI (1) | 10. LUIGI MAIO (1),27,1. MARIA CONCETTA ROMANO (12) | 2. CHRISTIAN RAIMO (6) | 3. MARTINA TESTA (4) | 4. MATTEO ZOCCHI (4) | 5. STEFANO SAMPAOLO (3) | 6. MARIA LUCIA CERABONA (2) | 7. GIOVANNI RUOCCO (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
225,116,0.19141914191419143,94,1. SILVIA DE ROSA (8) | 2. LORENZO SPIZZICHINO (7) | 3. FEDERICA RAMPINI (5) | 4. FILIPPO MARIA LAGUZZI (4) | 5. PAOLA CAVALIERI (4) | 6. MIRKO MANFRE' (3) | 7. GABRIELE CARRADORI (2) | 8. MATTEO PIETROSANTE (2) | 9. MONICA MAGGI (2) | 10. SIMONA SORTINO (2),22,1. ALESSANDRO TADDEI (2) | 2. MATTEO ZOCCHI (2) | 3. CHIARA CENTAMORI (1) | 4. FRANCESCA FARCHI (1) | 5. GIULIA FERRARA (1) | 6. MARTINA TESTA (1) | 7. STEFANO SAMPAOLO (1) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CALLINI (0),municipio3_2021
226,112,0.1794871794871795,95,1. FILIPPO MARIA LAGUZZI (7) | 2. FEDERICA RAMPINI (6) | 3. MARIA ANTONIETTA DEL MORO (6) | 4. MARIA TERESA ELLUL (3) | 5. MATTEO PIETROSANTE (3) | 6. LORENZO SPIZZICHINO (2) | 7. LUIGI MAIO (2) | 8. ROBERTO CASAMENTO (2) | 9. GABRIELE MICHELI (1) | 10. MIRKO MANFRE' (1),17,1. MARTINA TESTA (2) | 2. MATTEO ZOCCHI (2) | 3. CHIARA CALLINI (1) | 4. CHRISTIAN RAIMO (1) | 5. ENRICA LEO (1) | 6. STEFANO SAMPAOLO (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
227,76,0.21902017291066284,63,1. LUIGI MAIO (8) | 2. FEDERICA RAMPINI (4) | 3. ROBERTO CASAMENTO (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. LORENZO SPIZZICHINO (2) | 6. MONICA MAGGI (2) | 7. NICOLETTA FUNGHI (2) | 8. PAOLA CAVALIERI (2) | 9. GABRIELE CARRADORI (1) | 10. MIRKO MANFRE' (1),13,1. CHRISTIAN RAIMO (3) | 2. STEFANO SAMPAOLO (3) | 3. ANTONIO FABRIZI (1) | 4. FRANCESCA FARCHI (1) | 5. MARTINA TESTA (1) | 6. SILVIA LAZZARI (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
228,103,0.24759615384615385,81,1. FEDERICA RAMPINI (5) | 2. LUIGI MAIO (5) | 3. NICOLETTA FUNGHI (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. MATTEO PIETROSANTE (3) | 6. SIMONA SORTINO (2) | 7. CESARE ALFIDI (1) | 8. GABRIELE CARRADORI (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. MIRKO MANFRE' (1),22,1. CHRISTIAN RAIMO (6) | 2. GIULIA FERRARA (2) | 3. ALESSANDRO TADDEI (1) | 4. MARIA CONCETTA ROMANO (1) | 5. MATTEO ZOCCHI (1) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
229,113,0.24835164835164836,88,1. GABRIELE CARRADORI (10) | 2. NICOLETTA FUNGHI (8) | 3. FEDERICA RAMPINI (5) | 4. FILIPPO MARIA LAGUZZI (5) | 5. CESARE ALFIDI (2) | 6. MATTEO PIETROSANTE (2) | 7. MIRKO MANFRE' (2) | 8. SIMONETTA ANACLERIO (2) | 9. LORENZO SPIZZICHINO (1) | 10. LUIGI MAIO (1),25,1. MARIA CONCETTA ROMANO (6) | 2. FRANCESCA FARCHI (4) | 3. ALESSANDRO TADDEI (3) | 4. MATTEO ZOCCHI (2) | 5. CHRISTIAN RAIMO (1) | 6. ANNA LODESERTO (0) | 7. ANTONIO FABRIZI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
230,106,0.21855670103092784,89,1. NICOLETTA FUNGHI (7) | 2. LUIGI MAIO (4) | 3. FILIPPO MARIA LAGUZZI (3) | 4. GABRIELE CARRADORI (2) | 5. ITALO DELLA BELLA (2) | 6. SILVIA DE ROSA (2) | 7. CESARE ALFIDI (1) | 8. MARIA ANTONIETTA DEL MORO (1) | 9. MATTEO PIETROSANTE (1) | 10. NASTASSJA HABDANK (1),17,1. CHRISTIAN RAIMO (7) | 2. MATTEO ZOCCHI (2) | 3. ISABELLA BOARI (1) | 4. MARIA CONCETTA ROMANO (1) | 5. MARTINA TESTA (1) | 6. SILVIA LAZZARI (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CALLINI (0),municipio3_2021
231,123,0.2847222222222222,102,1. MATTEO PIETROSANTE (7) | 2. NASTASSJA HABDANK (7) | 3. GABRIELE CARRADORI (3) | 4. LUIGI MAIO (3) | 5. ANTONIO COMITO (2) | 6. MIRKO MANFRE' (2) | 7. ROBERTO CASAMENTO (2) | 8. FEDERICA RAMPINI (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. NICOLETTA FUNGHI (1),21,1. ALESSANDRO TADDEI (0) | 2. ANNA LODESERTO (0) | 3. ANTONIO FABRIZI (0) | 4. CHIARA CALLINI (0) | 5. CHIARA CENTAMORI (0) | 6. CHRISTIAN RAIMO (0) | 7. ENRICA LEO (0) | 8. FRANCESCA FARCHI (0) | 9. FRANCESCO LATRONICO (0) | 10. GIOVANNI RUOCCO (0),municipio3_2021
232,91,0.21064814814814814,71,1. FEDERICA RAMPINI (4) | 2. LUIGI MAIO (4) | 3. GABRIELE CARRADORI (2) | 4. NICOLETTA FUNGHI (2) | 5. ANTONIO COMITO (1) | 6. SILVIA DE ROSA (1) | 7. SIMONA RUSSO (1) | 8. CESARE ALFIDI (0) | 9. FILIPPO MARIA LAGUZZI (0) | 10. FRANCESCO MANCINO (0),20,1. MATTEO ZOCCHI (4) | 2. MARIA CONCETTA ROMANO (2) | 3. ANNA LODESERTO (1) | 4. CHRISTIAN RAIMO (1) | 5. GIOVANNI RUOCCO (1) | 6. MARIA CRISTINA PANI (1) | 7. MARTINA TESTA (1) | 8. ALESSANDRO TADDEI (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CALLINI (0),municipio3_2021
233,130,0.24118738404452691,107,1. LUIGI MAIO (13) | 2. FEDERICA RAMPINI (12) | 3. NICOLETTA FUNGHI (5) | 4. MATTEO PIETROSANTE (4) | 5. FILIPPO MARIA LAGUZZI (3) | 6. MIRKO MANFRE' (3) | 7. ORNELLA LOVELLO (3) | 8. MARIA ANTONIETTA DEL MORO (2) | 9. NASTASSJA HABDANK (2) | 10. GABRIELE CARRADORI (1),23,1. MATTEO ZOCCHI (7) | 2. CHRISTIAN RAIMO (5) | 3. MARIA CONCETTA ROMANO (5) | 4. ANTONIO FABRIZI (1) | 5. MARIA CRISTINA PANI (1) | 6. MARTINA TESTA (1) | 7. ORNELLA PUNZO (1) | 8. ROSA FERRETTI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
234,113,0.21523809523809523,82,1. FEDERICA RAMPINI (10) | 2. ROBERTO CASAMENTO (4) | 3. SIMONA SORTINO (3) | 4. CESARE ALFIDI (2) | 5. FILIPPO MARIA LAGUZZI (2) | 6. LORENZO SPIZZICHINO (2) | 7. PAOLA CAVALIERI (2) | 8. LUIGI MAIO (1) | 9. MARIA ANTONIETTA DEL MORO (1) | 10. MATTEO PIETROSANTE (1),31,1. CHRISTIAN RAIMO (6) | 2. ANTONIO FABRIZI (5) | 3. MARIA CONCETTA ROMANO (5) | 4. FRANCESCA FARCHI (3) | 5. GIULIA FERRARA (3) | 6. VALERIO BONANNI (3) | 7. STEFANO SAMPAOLO (2) | 8. ALESSANDRO TADDEI (1) | 9. MARIA CRISTINA PANI (1) | 10. MARTINA TESTA (1),municipio3_2021
235,151,0.27207207207207207,105,1. LUIGI MAIO (8) | 2. FILIPPO MARIA LAGUZZI (7) | 3. FEDERICA RAMPINI (6) | 4. ORNELLA LOVELLO (5) | 5. LORENZO SPIZZICHINO (4) | 6. SIMONA SORTINO (4) | 7. MIRKO MANFRE' (3) | 8. ANTONIO COMITO (2) | 9. MARIA ANTONIETTA DEL MORO (2) | 10. NASTASSJA HABDANK (2),46,1. CHRISTIAN RAIMO (17) | 2. MATTEO ZOCCHI (5) | 3. MARTINA TESTA (4) | 4. ENRICA LEO (3) | 5. MARIA CONCETTA ROMANO (3) | 6. SILVIA LAZZARI (3) | 7. ROSA FERRETTI (2) | 8. SERGIO ORSINI (2) | 9. STEFANO SAMPAOLO (2) | 10. FRANCESCA FARCHI (1),municipio3_2021
264,67,0.18873239436619718,61,1. LUIGI MAIO (9) | 2. FEDERICA RAMPINI (6) | 3. FRANCESCO MANCINO (4) | 4. GABRIELE CARRADORI (2) | 5. NASTASSJA HABDANK (2) | 6. ANTONIO COMITO (1) | 7. CESARE ALFIDI (1) | 8. FILIPPO MARIA LAGUZZI (1) | 9. GABRIELE MICHELI (1) | 10. MARIA TERESA ELLUL (1),6,1. ALESSANDRO TADDEI (0) | 2. ANNA LODESERTO (0) | 3. ANTONIO FABRIZI (0) | 4. CHIARA CALLINI (0) | 5. CHIARA CENTAMORI (0) | 6. CHRISTIAN RAIMO (0) | 7. ENRICA LEO (0) | 8. FRANCESCA FARCHI (0) | 9. FRANCESCO LATRONICO (0) | 10. GIOVANNI RUOCCO (0),municipio3_2021
285,179,0.2901134521880065,145,1. ITALO DELLA BELLA (35) | 2. LORENZO SPIZZICHINO (17) | 3. PAOLA CAVALIERI (12) | 4. NASTASSJA HABDANK (11) | 5. FILIPPO MARIA LAGUZZI (9) | 6. MATTEO PIETROSANTE (8) | 7. FEDERICA RAMPINI (6) | 8. SIMONA RUSSO (5) | 9. GABRIELE CARRADORI (4) | 10. MARIA ANTONIETTA DEL MORO (4),34,1. STEFANO SAMPAOLO (6) | 2. MATTEO ZOCCHI (5) | 3. CHRISTIAN RAIMO (3) | 4. FRANCESCA FARCHI (3) | 5. MARIA LUCIA CERABONA (3) | 6. ANTONIO FABRIZI (1) | 7. ISABELLA BOARI (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. CHIARA CALLINI (0),municipio3_2021
286,151,0.3205944798301486,108,1. NASTASSJA HABDANK (12) | 2. MATTEO PIETROSANTE (11) | 3. ROBERTO CASAMENTO (10) | 4. ITALO DELLA BELLA (9) | 5. PAOLA CAVALIERI (9) | 6. MONICA MAGGI (7) | 7. LORENZO SPIZZICHINO (5) | 8. FILIPPO MARIA LAGUZZI (4) | 9. SIMONA RUSSO (4) | 10. FEDERICA RAMPINI (3),43,1. MARIA LUCIA CERABONA (12) | 2. MATTEO ZOCCHI (6) | 3. ROSA FERRETTI (4) | 4. STEFANO SAMPAOLO (4) | 5. CHRISTIAN RAIMO (3) | 6. MARIA CONCETTA ROMANO (2) | 7. CHIARA CALLINI (1) | 8. CHIARA CENTAMORI (1) | 9. ISABELLA BOARI (1) | 10. MARTINA TESTA (1),municipio3_2021
287,136,0.33663366336633666,96,1. ITALO DELLA BELLA (39) | 2. FILIPPO MARIA LAGUZZI (6) | 3. PAOLA CAVALIERI (5) | 4. SIMONETTA ANACLERIO (5) | 5. LORENZO SPIZZICHINO (4) | 6. MARIA TERESA ELLUL (4) | 7. NASTASSJA HABDANK (4) | 8. FEDERICA RAMPINI (3) | 9. SIMONA RUSSO (3) | 10. ORNELLA LOVELLO (2),40,1. MARIA LUCIA CERABONA (9) | 2. CHRISTIAN RAIMO (8) | 3. MARTINA TESTA (3) | 4. ENRICA LEO (2) | 5. FRANCESCA FARCHI (2) | 6. STEFANO SAMPAOLO (2) | 7. CHIARA CENTAMORI (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
288,127,0.3825301204819277,104,1. ITALO DELLA BELLA (21) | 2. SIMONETTA ANACLERIO (17) | 3. FILIPPO MARIA LAGUZZI (11) | 4. LORENZO SPIZZICHINO (10) | 5. MATTEO PIETROSANTE (7) | 6. MONICA MAGGI (7) | 7. NASTASSJA HABDANK (7) | 8. PAOLA CAVALIERI (5) | 9. FEDERICA RAMPINI (4) | 10. MARIA TERESA ELLUL (3),23,1. CHRISTIAN RAIMO (7) | 2. FRANCESCA FARCHI (5) | 3. MARIA LUCIA CERABONA (5) | 4. MARIA CONCETTA ROMANO (4) | 5. MATTEO ZOCCHI (4) | 6. STEFANO SAMPAOLO (3) | 7. ANNA LODESERTO (1) | 8. ALESSANDRO TADDEI (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CALLINI (0),municipio3_2021
289,152,0.4245810055865922,131,1. ITALO DELLA BELLA (37) | 2. LORENZO SPIZZICHINO (11) | 3. PAOLA CAVALIERI (10) | 4. ANTONIO COMITO (7) | 5. NASTASSJA HABDANK (7) | 6. SIMONA RUSSO (6) | 7. FEDERICA RAMPINI (5) | 8. FILIPPO MARIA LAGUZZI (4) | 9. MATTEO PIETROSANTE (3) | 10. MONICA MAGGI (3),21,1. STEFANO SAMPAOLO (5) | 2. CHRISTIAN RAIMO (2) | 3. MARIA CONCETTA ROMANO (2) | 4. ORNELLA PUNZO (2) | 5. SERGIO ORSINI (2) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
290,151,0.2909441233140655,135,1. ITALO DELLA BELLA (23) | 2. NASTASSJA HABDANK (11) | 3. PAOLA CAVALIERI (11) | 4. SIMONETTA ANACLERIO (10) | 5. FILIPPO MARIA LAGUZZI (9) | 6. LORENZO SPIZZICHINO (9) | 7. ROBERTO CASAMENTO (9) | 8. MATTEO PIETROSANTE (6) | 9. FEDERICA RAMPINI (5) | 10. ANTONIO COMITO (4),16,1. STEFANO SAMPAOLO (3) | 2. CHRISTIAN RAIMO (2) | 3. ANTONIO FABRIZI (1) | 4. FRANCESCA FARCHI (1) | 5. MARIA ANTONIETTA DE VICO (1) | 6. MARIA CONCETTA ROMANO (1) | 7. MARTINA TESTA (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. CHIARA CALLINI (0),municipio3_2021
291,101,0.22394678492239467,91,1. LORENZO SPIZZICHINO (20) | 2. PAOLA CAVALIERI (18) | 3. ITALO DELLA BELLA (5) | 4. NASTASSJA HABDANK (3) | 5. NICOLETTA FUNGHI (3) | 6. GABRIELE MICHELI (2) | 7. LUIGI MAIO (2) | 8. MATTEO PIETROSANTE (2) | 9. MONICA MAGGI (2) | 10. CESARE ALFIDI (1),10,1. ENRICA LEO (2) | 2. MARTINA TESTA (2) | 3. SERGIO ORSINI (2) | 4. CHRISTIAN RAIMO (1) | 5. FRANCESCA FARCHI (1) | 6. SILVIA LAZZARI (1) | 7. STEFANO SAMPAOLO (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
292,69,0.24041811846689895,57,1. LORENZO SPIZZICHINO (5) | 2. PAOLA CAVALIERI (4) | 3. NASTASSJA HABDANK (3) | 4. SIMONA SORTINO (3) | 5. FEDERICA RAMPINI (2) | 6. FILIPPO MARIA LAGUZZI (2) | 7. ITALO DELLA BELLA (2) | 8. MATTEO PIETROSANTE (2) | 9. ANTONIO COMITO (1) | 10. CESARE ALFIDI (1),12,1. CHRISTIAN RAIMO (3) | 2. ANTONIO FABRIZI (1) | 3. FRANCESCA FARCHI (1) | 4. SERGIO ORSINI (1) | 5. STEFANO SAMPAOLO (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
293,114,0.30238726790450926,74,1. ROBERTO CASAMENTO (7) | 2. FILIPPO MARIA LAGUZZI (6) | 3. FEDERICA RAMPINI (5) | 4. NASTASSJA HABDANK (5) | 5. LORENZO SPIZZICHINO (4) | 6. PAOLA CAVALIERI (4) | 7. CESARE ALFIDI (3) | 8. SIMONA SORTINO (3) | 9. MARIA TERESA ELLUL (2) | 10. SILVIA DE ROSA (2),40,1. STEFANO SAMPAOLO (14) | 2. CHRISTIAN RAIMO (4) | 3. MARIA CONCETTA ROMANO (4) | 4. FRANCESCA FARCHI (3) | 5. ANTONIO FABRIZI (1) | 6. CHIARA CENTAMORI (1) | 7. MATTEO ZOCCHI (1) | 8. ORNELLA PUNZO (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
294,148,0.37,127,1. LORENZO SPIZZICHINO (13) | 2. ITALO DELLA BELLA (9) | 3. MARIA TERESA ELLUL (9) | 4. PAOLA CAVALIERI (8) | 5. ORNELLA LOVELLO (6) | 6. ANTONIO COMITO (5) | 7. FEDERICA RAMPINI (5) | 8. FILIPPO MARIA LAGUZZI (5) | 9. NICOLETTA FUNGHI (5) | 10. MARIA ANTONIETTA DEL MORO (3),21,1. FRANCESCA FARCHI (3) | 2. STEFANO SAMPAOLO (3) | 3. MARIA CRISTINA PANI (2) | 4. MARIA CONCETTA ROMANO (1) | 5. MATTEO ZOCCHI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
295,135,0.35526315789473684,98,1. LORENZO SPIZZICHINO (29) | 2. PAOLA CAVALIERI (18) | 3. ITALO DELLA BELLA (6) | 4. NASTASSJA HABDANK (5) | 5. MATTEO PIETROSANTE (4) | 6. FEDERICA RAMPINI (2) | 7. MARIA TERESA ELLUL (2) | 8. FILIPPO MARIA LAGUZZI (1) | 9. ORNELLA LOVELLO (1) | 10. SILVIA DE ROSA (1),37,1. STEFANO SAMPAOLO (14) | 2. FRANCESCA FARCHI (7) | 3. CHRISTIAN RAIMO (3) | 4. MARIA LUCIA CERABONA (3) | 5. MATTEO ZOCCHI (2) | 6. CHIARA CALLINI (1) | 7. GIULIA FERRARA (1) | 8. ISABELLA BOARI (1) | 9. MARIA CONCETTA ROMANO (1) | 10. ROSA FERRETTI (1),municipio3_2021
296,121,0.30632911392405066,101,1. FEDERICA RAMPINI (6) | 2. ITALO DELLA BELLA (6) | 3. NICOLETTA FUNGHI (5) | 4. PAOLA CAVALIERI (5) | 5. FILIPPO MARIA LAGUZZI (4) | 6. LORENZO SPIZZICHINO (4) | 7. MARIA TERESA ELLUL (4) | 8. ANTONIO COMITO (2) | 9. MATTEO PIETROSANTE (2) | 10. NASTASSJA HABDANK (2),20,1. STEFANO SAMPAOLO (7) | 2. CHRISTIAN RAIMO (6) | 3. FRANCESCA FARCHI (5) | 4. MATTEO ZOCCHI (2) | 5. CHIARA CALLINI (1) | 6. MARIA CONCETTA ROMANO (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
297,118,0.2783018867924528,94,1. LORENZO SPIZZICHINO (16) | 2. ITALO DELLA BELLA (10) | 3. PAOLA CAVALIERI (8) | 4. NASTASSJA HABDANK (6) | 5. FILIPPO MARIA LAGUZZI (5) | 6. MATTEO PIETROSANTE (4) | 7. ORNELLA LOVELLO (4) | 8. ANTONIO COMITO (3) | 9. FRANCESCO MANCINO (3) | 10. CESARE ALFIDI (2),24,1. STEFANO SAMPAOLO (4) | 2. CHRISTIAN RAIMO (2) | 3. MARIA LUCIA CERABONA (2) | 4. ALESSANDRO TADDEI (0) | 5. ANNA LODESERTO (0) | 6. ANTONIO FABRIZI (0) | 7. CHIARA CALLINI (0) | 8. CHIARA CENTAMORI (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
