SEZIONE,coalition_votes,coalition_share,pd_votes,top10_pd,roma_futura_votes,top10_roma_futura,tipo
334,84,0.1917808219178082,68,1. FILIPPO MARIA LAGUZZI (12) | 2. ORNELLA LOVELLO (11) | 3. PAOLA CAVALIERI (7) | 4. FEDERICA RAMPINI (4) | 5. LORENZO SPIZZICHINO (4) | 6. GABRIELE CARRADORI (3) | 7. MARIA ANTONIETTA DEL MORO (2) | 8. NICOLETTA FUNGHI (2) | 9. ANTONIO COMITO (1) | 10. MIRKO MANFRE' (1),16,1. MARIA CONCETTA ROMANO (3) | 2. MARIA CRISTINA PANI (2) | 3. MATTEO ZOCCHI (2) | 4. CHIARA CALLINI (1) | 5. CHRISTIAN RAIMO (1) | 6. STEFANO SAMPAOLO (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
335,73,0.17422434367541767,59,1. ORNELLA LOVELLO (7) | 2. NICOLETTA FUNGHI (5) | 3. CESARE ALFIDI (4) | 4. GABRIELE CARRADORI (4) | 5. ANTONIO COMITO (2) | 6. ITALO DELLA BELLA (2) | 7. SIMONA RUSSO (2) | 8. FRANCESCO MANCINO (1) | 9. GABRIELE MICHELI (1) | 10. MIRKO MANFRE' (1),14,1. MATTEO ZOCCHI (3) | 2. CHRISTIAN RAIMO (2) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
336,59,0.15167095115681234,49,1. FEDERICA RAMPINI (2) | 2. FILIPPO MARIA LAGUZZI (2) | 3. GABRIELE MICHELI (2) | 4. LORENZO SPIZZICHINO (2) | 5. MATTEO PIETROSANTE (2) | 6. NASTASSJA HABDANK (2) | 7. ROBERTO CASAMENTO (2) | 8. ANTONIO COMITO (1) | 9. GABRIELE CARRADORI (1) | 10. ITALO DELLA BELLA (1),10,1. CHRISTIAN RAIMO (4) | 2. FRANCESCA FARCHI (2) | 3. STEFANO SAMPAOLO (2) | 4. MARTINA TESTA (1) | 5. ORNELLA PUNZO (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
337,81,0.175704989154013,64,1. FRANCESCO MANCINO (5) | 2. ORNELLA LOVELLO (3) | 3. PAOLA CAVALIERI (3) | 4. ITALO DELLA BELLA (2) | 5. NASTASSJA HABDANK (2) | 6. CESARE ALFIDI (1) | 7. FILIPPO MARIA LAGUZZI (1) | 8. GABRIELE CARRADORI (1) | 9. LUIGI MAIO (1) | 10. MATTEO PIETROSANTE (1),17,1. ORNELLA PUNZO (5) | 2. CHRISTIAN RAIMO (3) | 3. STEFANO SAMPAOLO (3) | 4. MATTEO ZOCCHI (2) | 5. MARIA LUCIA CERABONA (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
338,51,0.14739884393063585,42,1. ITALO DELLA BELLA (4) | 2. SIMONA RUSSO (4) | 3. NASTASSJA HABDANK (3) | 4. ORNELLA LOVELLO (3) | 5. ANTONIO COMITO (2) | 6. FILIPPO MARIA LAGUZZI (2) | 7. MATTEO PIETROSANTE (2) | 8. FEDERICA RAMPINI (1) | 9. GABRIELE CARRADORI (1) | 10. GABRIELE MICHELI (1),9,1. CHRISTIAN RAIMO (3) | 2. ANNA LODESERTO (2) | 3. ANTONIO FABRIZI (2) | 4. GIOVANNI RUOCCO (2) | 5. MATTEO ZOCCHI (2) | 6. ROSA FERRETTI (1) | 7. ALESSANDRO TADDEI (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
339,100,0.18115942028985507,74,1. LORENZO SPIZZICHINO (7) | 2. PAOLA CAVALIERI (5) | 3. ANTONIO COMITO (4) | 4. ORNELLA LOVELLO (4) | 5. GABRIELE CARRADORI (3) | 6. NASTASSJA HABDANK (3) | 7. NICOLETTA FUNGHI (3) | 8. FEDERICA RAMPINI (2) | 9. FILIPPO MARIA LAGUZZI (2) | 10. MATTEO PIETROSANTE (2),26,1. MATTEO ZOCCHI (5) | 2. CHRISTIAN RAIMO (4) | 3. MARIA LUCIA CERABONA (2) | 4. CHIARA CALLINI (1) | 5. GIULIA FERRARA (1) | 6. MARIA CONCETTA ROMANO (1) | 7. MARIA CRISTINA PANI (1) | 8. ORNELLA PUNZO (1) | 9. SILVIA LAZZARI (1) | 10. STEFANO SAMPAOLO (1),municipio3_2021
340,74,0.23948220064724918,52,1. FRANCESCO MANCINO (5) | 2. SIMONA SORTINO (4) | 3. NASTASSJA HABDANK (3) | 4. LUIGI MAIO (2) | 5. MATTEO PIETROSANTE (2) | 6. FEDERICA RAMPINI (1) | 7. FILIPPO MARIA LAGUZZI (1) | 8. GABRIELE CARRADORI (1) | 9. NICOLETTA FUNGHI (1) | 10. ROBERTO CASAMENTO (1),22,1. STEFANO SAMPAOLO (7) | 2. MARIA CONCETTA ROMANO (6) | 3. CHRISTIAN RAIMO (4) | 4. MARIA LUCIA CERABONA (2) | 5. CHIARA CALLINI (1) | 6. FRANCESCA FARCHI (1) | 7. ISABELLA BOARI (1) | 8. SILVIA LAZZARI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANNA LODESERTO (0),municipio3_2021
341,29,0.11196911196911197,21,1. ANTONIO COMITO (2) | 2. FRANCESCO MANCINO (2) | 3. LUIGI MAIO (2) | 4. SIMONA SORTINO (2) | 5. CESARE ALFIDI (1) | 6. FEDERICA RAMPINI (1) | 7. MATTEO PIETROSANTE (1) | 8. FILIPPO MARIA LAGUZZI (0) | 9. GABRIELE CARRADORI (0) | 10. GABRIELE MICHELI (0),8,1. MARIA CONCETTA ROMANO (4) | 2. CHRISTIAN RAIMO (2) | 3. MARIA LUCIA CERABONA (1) | 4. ALESSANDRO TADDEI (0) | 5. ANNA LODESERTO (0) | 6. ANTONIO FABRIZI (0) | 7. CHIARA CALLINI (0) | 8. CHIARA CENTAMORI (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
342,38,0.12837837837837837,36,1. ANTONIO COMITO (0) | 2. CESARE ALFIDI (0) | 3. FEDERICA RAMPINI (0) | 4. FILIPPO MARIA LAGUZZI (0) | 5. FRANCESCO MANCINO (0) | 6. GABRIELE CARRADORI (0) | 7. GABRIELE MICHELI (0) | 8. ITALO DELLA BELLA (0) | 9. LORENZO SPIZZICHINO (0) | 10. LUIGI MAIO (0),2,1. ALESSANDRO TADDEI (0) | 2. ANNA LODESERTO (0) | 3. ANTONIO FABRIZI (0) | 4. CHIARA CALLINI (0) | 5. CHIARA CENTAMORI (0) | 6. CHRISTIAN RAIMO (0) | 7. ENRICA LEO (0) | 8. FRANCESCA FARCHI (0) | 9. FRANCESCO LATRONICO (0) | 10. GIOVANNI RUOCCO (0),municipio3_2021
343,81,0.21148825065274152,61,1. ANTONIO COMITO (4) | 2. LORENZO SPIZZICHINO (2) | 3. MATTEO PIETROSANTE (2) | 4. CESARE ALFIDI (1) | 5. MARIA ANTONIETTA DEL MORO (1) | 6. MIRKO MANFRE' (1) | 7. MONICA MAGGI (1) | 8. NASTASSJA HABDANK (1) | 9. ORNELLA LOVELLO (1) | 10. FEDERICA RAMPINI (0),20,1. CHRISTIAN RAIMO (5) | 2. STEFANO SAMPAOLO (4) | 3. FRANCESCA FARCHI (3) | 4. MARTINA TESTA (3) | 5. ANNA LODESERTO (2) | 6. MARIA LUCIA CERABONA (2) | 7. MARIA CONCETTA ROMANO (1) | 8. MATTEO ZOCCHI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
344,93,0.21933962264150944,79,1. PAOLA CAVALIERI (10) | 2. LORENZO SPIZZICHINO (9) | 3. ANTONIO COMITO (4) | 4. FILIPPO MARIA LAGUZZI (4) | 5. NASTASSJA HABDANK (3) | 6. GABRIELE MICHELI (2) | 7. MATTEO PIETROSANTE (2) | 8. MIRKO MANFRE' (2) | 9. ROBERTO CASAMENTO (2) | 10. CESARE ALFIDI (1),14,1. MATTEO ZOCCHI (4) | 2. ANNA LODESERTO (2) | 3. MARIA CONCETTA ROMANO (2) | 4. ROSA FERRETTI (2) | 5. STEFANO SAMPAOLO (2) | 6. FRANCESCA FARCHI (1) | 7. ALESSANDRO TADDEI (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
345,119,0.268018018018018,88,1. LORENZO SPIZZICHINO (8) | 2. PAOLA CAVALIERI (8) | 3. FEDERICA RAMPINI (5) | 4. FILIPPO MARIA LAGUZZI (5) | 5. MATTEO PIETROSANTE (2) | 6. NASTASSJA HABDANK (2) | 7. NICOLETTA FUNGHI (2) | 8. ROBERTO CASAMENTO (2) | 9. SIMONA SORTINO (2) | 10. GABRIELE CARRADORI (1),31,1. MATTEO ZOCCHI (4) | 2. STEFANO SAMPAOLO (4) | 3. FRANCESCA FARCHI (3) | 4. MARIA CONCETTA ROMANO (3) | 5. MARIA LUCIA CERABONA (3) | 6. ROSA FERRETTI (3) | 7. ANNA LODESERTO (2) | 8. CHRISTIAN RAIMO (2) | 9. MARIA CRISTINA PANI (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
346,76,0.22418879056047197,54,1. NICOLETTA FUNGHI (5) | 2. GABRIELE MICHELI (4) | 3. PAOLA CAVALIERI (4) | 4. SIMONA RUSSO (4) | 5. GABRIELE CARRADORI (3) | 6. ITALO DELLA BELLA (3) | 7. ANTONIO COMITO (2) | 8. MATTEO PIETROSANTE (2) | 9. FEDERICA RAMPINI (1) | 10. MARIA ANTONIETTA DEL MORO (1),22,1. CHRISTIAN RAIMO (4) | 2. STEFANO SAMPAOLO (4) | 3. MARIA CONCETTA ROMANO (2) | 4. FRANCESCA FARCHI (1) | 5. MATTEO ZOCCHI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
347,145,0.30982905982905984,121,1. ANTONIO COMITO (21) | 2. PAOLA CAVALIERI (8) | 3. LORENZO SPIZZICHINO (6) | 4. NASTASSJA HABDANK (6) | 5. FEDERICA RAMPINI (5) | 6. FILIPPO MARIA LAGUZZI (4) | 7. MATTEO PIETROSANTE (4) | 8. ROBERTO CASAMENTO (4) | 9. MARIA ANTONIETTA DEL MORO (3) | 10. ORNELLA LOVELLO (3),24,1. CHRISTIAN RAIMO (5) | 2. MATTEO ZOCCHI (5) | 3. MARIA CONCETTA ROMANO (3) | 4. ROSA FERRETTI (2) | 5. STEFANO SAMPAOLO (2) | 6. FRANCESCA FARCHI (1) | 7. ALESSANDRO TADDEI (0) | 8. ANNA LODESERTO (0) | 9. ANTONIO FABRIZI (0) | 10. CHIARA CALLINI (0),municipio3_2021
348,156,0.325678496868476,120,1. LORENZO SPIZZICHINO (14) | 2. FEDERICA RAMPINI (11) | 3. FILIPPO MARIA LAGUZZI (7) | 4. PAOLA CAVALIERI (5) | 5. NASTASSJA HABDANK (4) | 6. MATTEO PIETROSANTE (3) | 7. ROBERTO CASAMENTO (3) | 8. MARIA ANTONIETTA DEL MORO (2) | 9. FRANCESCO MANCINO (1) | 10. GABRIELE CARRADORI (1),36,1. MATTEO ZOCCHI (5) | 2. VALERIO BONANNI (4) | 3. MARIA CONCETTA ROMANO (3) | 4. STEFANO SAMPAOLO (3) | 5. CHRISTIAN RAIMO (2) | 6. MARIA CRISTINA PANI (1) | 7. MARIA LUCIA CERABONA (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
349,124,0.256198347107438,117,1. SIMONA SORTINO (11) | 2. LORENZO SPIZZICHINO (6) | 3. ANTONIO COMITO (5) | 4. FEDERICA RAMPINI (5) | 5. FILIPPO MARIA LAGUZZI (5) | 6. NASTASSJA HABDANK (4) | 7. ITALO DELLA BELLA (3) | 8. FRANCESCO MANCINO (2) | 9. GABRIELE CARRADORI (2) | 10. MONICA MAGGI (2),7,1. CHRISTIAN RAIMO (2) | 2. FRANCESCA FARCHI (2) | 3. MARIA CONCETTA ROMANO (2) | 4. STEFANO SAMPAOLO (2) | 5. MARIA LUCIA CERABONA (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
350,39,0.1780821917808219,36,1. GABRIELE CARRADORI (3) | 2. LORENZO SPIZZICHINO (2) | 3. NICOLETTA FUNGHI (2) | 4. PAOLA CAVALIERI (2) | 5. ANTONIO COMITO (1) | 6. ROBERTO CASAMENTO (1) | 7. SIMONETTA ANACLERIO (1) | 8. CESARE ALFIDI (0) | 9. FEDERICA RAMPINI (0) | 10. FILIPPO MARIA LAGUZZI (0),3,1. MARIA CONCETTA ROMANO (1) | 2. MATTEO ZOCCHI (1) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. CHRISTIAN RAIMO (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
351,163,0.2963636363636364,135,1. FEDERICA RAMPINI (51) | 2. FILIPPO MARIA LAGUZZI (34) | 3. GABRIELE MICHELI (9) | 4. PAOLA CAVALIERI (7) | 5. LORENZO SPIZZICHINO (4) | 6. SIMONA SORTINO (4) | 7. CESARE ALFIDI (3) | 8. FRANCESCO MANCINO (3) | 9. NASTASSJA HABDANK (3) | 10. ANTONIO COMITO (2),28,1. CHRISTIAN RAIMO (11) | 2. MARIA CONCETTA ROMANO (4) | 3. MARTINA TESTA (3) | 4. GIOVANNI RUOCCO (2) | 5. ISABELLA BOARI (2) | 6. MATTEO ZOCCHI (2) | 7. ROSA FERRETTI (2) | 8. ENRICA LEO (1) | 9. FRANCESCA FARCHI (1) | 10. GIULIA FERRARA (1),municipio3_2021
352,137,0.2655038759689923,101,1. FEDERICA RAMPINI (8) | 2. ANTONIO COMITO (7) | 3. CESARE ALFIDI (4) | 4. MARIA ANTONIETTA DEL MORO (4) | 5. NASTASSJA HABDANK (4) | 6. NICOLETTA FUNGHI (4) | 7. GABRIELE CARRADORI (3) | 8. GABRIELE MICHELI (3) | 9. LORENZO SPIZZICHINO (3) | 10. ROBERTO CASAMENTO (2),36,1. MATTEO ZOCCHI (7) | 2. MARIA CONCETTA ROMANO (6) | 3. ROSA FERRETTI (6) | 4. CHRISTIAN RAIMO (5) | 5. ALESSANDRO TADDEI (1) | 6. ANNA LODESERTO (1) | 7. FRANCESCA FARCHI (1) | 8. GIULIA FERRARA (1) | 9. MARIA CRISTINA PANI (1) | 10. VALERIO BONANNI (1),municipio3_2021
353,75,0.1889168765743073,59,1. FEDERICA RAMPINI (5) | 2. ANTONIO COMITO (4) | 3. FRANCESCO MANCINO (4) | 4. FILIPPO MARIA LAGUZZI (3) | 5. GABRIELE CARRADORI (2) | 6. MARIA TERESA ELLUL (2) | 7. NICOLETTA FUNGHI (2) | 8. CESARE ALFIDI (1) | 9. GABRIELE MICHELI (1) | 10. MATTEO PIETROSANTE (1),16,1. ROSA FERRETTI (3) | 2. MATTEO ZOCCHI (2) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. CHRISTIAN RAIMO (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
354,57,0.17757009345794392,52,1. ANTONIO COMITO (4) | 2. GABRIELE CARRADORI (3) | 3. NICOLETTA FUNGHI (3) | 4. LUIGI MAIO (2) | 5. SIMONA RUSSO (2) | 6. CESARE ALFIDI (1) | 7. LORENZO SPIZZICHINO (1) | 8. MARIA ANTONIETTA DEL MORO (1) | 9. NASTASSJA HABDANK (1) | 10. PAOLA CAVALIERI (1),5,1. ANTONIO FABRIZI (1) | 2. CHIARA CENTAMORI (1) | 3. CHRISTIAN RAIMO (1) | 4. MARIA CONCETTA ROMANO (1) | 5. ALESSANDRO TADDEI (0) | 6. ANNA LODESERTO (0) | 7. CHIARA CALLINI (0) | 8. ENRICA LEO (0) | 9. FRANCESCA FARCHI (0) | 10. FRANCESCO LATRONICO (0),municipio3_2021
355,82,0.18764302059496568,66,1. FEDERICA RAMPINI (3) | 2. FILIPPO MARIA LAGUZZI (3) | 3. MATTEO PIETROSANTE (3) | 4. ANTONIO COMITO (2) | 5. FRANCESCO MANCINO (2) | 6. CESARE ALFIDI (1) | 7. GABRIELE CARRADORI (1) | 8. GABRIELE MICHELI (1) | 9. LORENZO SPIZZICHINO (1) | 10. NICOLETTA FUNGHI (1),16,1. MARTINA TESTA (4) | 2. ANTONIO FABRIZI (2) | 3. CHIARA CALLINI (2) | 4. CHRISTIAN RAIMO (2) | 5. MARIA CONCETTA ROMANO (2) | 6. MATTEO ZOCCHI (2) | 7. STEFANO SAMPAOLO (2) | 8. ANNA LODESERTO (1) | 9. ALESSANDRO TADDEI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
356,47,0.19665271966527198,43,1. SILVIA DE ROSA (11) | 2. NICOLETTA FUNGHI (5) | 3. FILIPPO MARIA LAGUZZI (4) | 4. FEDERICA RAMPINI (1) | 5. GABRIELE CARRADORI (1) | 6. ANTONIO COMITO (0) | 7. CESARE ALFIDI (0) | 8. FRANCESCO MANCINO (0) | 9. GABRIELE MICHELI (0) | 10. ITALO DELLA BELLA (0),4,1. ALESSANDRO TADDEI (0) | 2. ANNA LODESERTO (0) | 3. ANTONIO FABRIZI (0) | 4. CHIARA CALLINI (0) | 5. CHIARA CENTAMORI (0) | 6. CHRISTIAN RAIMO (0) | 7. ENRICA LEO (0) | 8. FRANCESCA FARCHI (0) | 9. FRANCESCO LATRONICO (0) | 10. GIOVANNI RUOCCO (0),municipio3_2021
357,67,0.1675,58,1. SILVIA DE ROSA (25) | 2. FILIPPO MARIA LAGUZZI (9) | 3. LORENZO SPIZZICHINO (3) | 4. ROBERTO CASAMENTO (3) | 5. MIRKO MANFRE' (2) | 6. ORNELLA LOVELLO (2) | 7. SIMONA RUSSO (2) | 8. GABRIELE CARRADORI (1) | 9. NICOLETTA FUNGHI (1) | 10. ANTONIO COMITO (0),9,1. MATTEO ZOCCHI (3) | 2. SILVIA LAZZARI (3) | 3. MARIA LUCIA CERABONA (1) | 4. ALESSANDRO TADDEI (0) | 5. ANNA LODESERTO (0) | 6. ANTONIO FABRIZI (0) | 7. CHIARA CALLINI (0) | 8. CHIARA CENTAMORI (0) | 9. CHRISTIAN RAIMO (0) | 10. ENRICA LEO (0),municipio3_2021
358,152,0.26902654867256637,132,1. SILVIA DE ROSA (75) | 2. FILIPPO MARIA LAGUZZI (16) | 3. MATTEO PIETROSANTE (4) | 4. FEDERICA RAMPINI (3) | 5. NASTASSJA HABDANK (3) | 6. LORENZO SPIZZICHINO (2) | 7. NICOLETTA FUNGHI (2) | 8. ANTONIO COMITO (1) | 9. GABRIELE CARRADORI (1) | 10. MARIA ANTONIETTA DEL MORO (1),20,1. MARIA CONCETTA ROMANO (3) | 2. MATTEO ZOCCHI (2) | 3. CHIARA CENTAMORI (1) | 4. CHRISTIAN RAIMO (1) | 5. ENRICA LEO (1) | 6. MARTINA TESTA (1) | 7. SERGIO ORSINI (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
359,91,0.2263681592039801,87,1. SILVIA DE ROSA (36) | 2. FILIPPO MARIA LAGUZZI (14) | 3. GABRIELE CARRADORI (4) | 4. NICOLETTA FUNGHI (4) | 5. FEDERICA RAMPINI (2) | 6. GABRIELE MICHELI (2) | 7. ITALO DELLA BELLA (1) | 8. MARIA TERESA ELLUL (1) | 9. ROBERTO CASAMENTO (1) | 10. ANTONIO COMITO (0),4,1. MATTEO ZOCCHI (2) | 2. STEFANO SAMPAOLO (1) | 3. ALESSANDRO TADDEI (0) | 4. ANNA LODESERTO (0) | 5. ANTONIO FABRIZI (0) | 6. CHIARA CALLINI (0) | 7. CHIARA CENTAMORI (0) | 8. CHRISTIAN RAIMO (0) | 9. ENRICA LEO (0) | 10. FRANCESCA FARCHI (0),municipio3_2021
360,65,0.13485477178423236,54,1. LORENZO SPIZZICHINO (4) | 2. FEDERICA RAMPINI (3) | 3. FILIPPO MARIA LAGUZZI (3) | 4. SIMONA RUSSO (3) | 5. FRANCESCO MANCINO (2) | 6. GABRIELE MICHELI (1) | 7. ORNELLA LOVELLO (1) | 8. ANTONIO COMITO (0) | 9. CESARE ALFIDI (0) | 10. GABRIELE CARRADORI (0),11,1. FRANCESCA FARCHI (2) | 2. STEFANO SAMPAOLO (2) | 3. CHRISTIAN RAIMO (1) | 4. MARIA LUCIA CERABONA (1) | 5. MATTEO ZOCCHI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
361,83,0.19809069212410502,61,1. LUIGI MAIO (4) | 2. FEDERICA RAMPINI (2) | 3. NASTASSJA HABDANK (2) | 4. ITALO DELLA BELLA (1) | 5. MATTEO PIETROSANTE (1) | 6. ROBERTO CASAMENTO (1) | 7. SIMONA SORTINO (1) | 8. ANTONIO COMITO (0) | 9. CESARE ALFIDI (0) | 10. FILIPPO MARIA LAGUZZI (0),22,1. MARIA CONCETTA ROMANO (12) | 2. CHRISTIAN RAIMO (8) | 3. STEFANO SAMPAOLO (3) | 4. MATTEO ZOCCHI (2) | 5. VALERIO BONANNI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CALLINI (0) | 10. CHIARA CENTAMORI (0),municipio3_2021
362,87,0.18049792531120332,67,1. FEDERICA RAMPINI (6) | 2. GABRIELE CARRADORI (6) | 3. NICOLETTA FUNGHI (6) | 4. SIMONA RUSSO (4) | 5. FRANCESCO MANCINO (3) | 6. LUIGI MAIO (2) | 7. FILIPPO MARIA LAGUZZI (1) | 8. MARIA TERESA ELLUL (1) | 9. MATTEO PIETROSANTE (1) | 10. NASTASSJA HABDANK (1),20,1. STEFANO SAMPAOLO (6) | 2. CHRISTIAN RAIMO (4) | 3. MATTEO ZOCCHI (3) | 4. MARIA CONCETTA ROMANO (2) | 5. MARIA LUCIA CERABONA (2) | 6. FRANCESCA FARCHI (1) | 7. MARTINA TESTA (1) | 8. ALESSANDRO TADDEI (0) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
363,86,0.18818380743982493,71,1. FEDERICA RAMPINI (4) | 2. MIRKO MANFRE' (3) | 3. MONICA MAGGI (3) | 4. NASTASSJA HABDANK (3) | 5. NICOLETTA FUNGHI (3) | 6. ITALO DELLA BELLA (2) | 7. LUIGI MAIO (2) | 8. ORNELLA LOVELLO (2) | 9. ROBERTO CASAMENTO (2) | 10. SIMONA RUSSO (2),15,1. MATTEO ZOCCHI (4) | 2. CHRISTIAN RAIMO (3) | 3. MARIA CONCETTA ROMANO (3) | 4. STEFANO SAMPAOLO (2) | 5. ANTONIO FABRIZI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. CHIARA CALLINI (0) | 9. CHIARA CENTAMORI (0) | 10. ENRICA LEO (0),municipio3_2021
364,75,0.20380434782608695,51,1. MATTEO PIETROSANTE (5) | 2. SIMONA SORTINO (4) | 3. FILIPPO MARIA LAGUZZI (2) | 4. NASTASSJA HABDANK (2) | 5. PAOLA CAVALIERI (2) | 6. ANTONIO COMITO (1) | 7. FEDERICA RAMPINI (1) | 8. FRANCESCO MANCINO (1) | 9. LORENZO SPIZZICHINO (1) | 10. MARIA ANTONIETTA DEL MORO (1),24,1. CHRISTIAN RAIMO (6) | 2. MATTEO ZOCCHI (4) | 3. VALERIO BONANNI (2) | 4. ANNA LODESERTO (1) | 5. ENRICA LEO (1) | 6. FRANCESCA FARCHI (1) | 7. MARIA ANTONIETTA DE VICO (1) | 8. SERGIO ORSINI (1) | 9. ALESSANDRO TADDEI (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
365,133,0.2062015503875969,103,1. NICOLETTA FUNGHI (11) | 2. FILIPPO MARIA LAGUZZI (8) | 3. SIMONA SORTINO (7) | 4. FEDERICA RAMPINI (4) | 5. GABRIELE CARRADORI (4) | 6. LUIGI MAIO (3) | 7. ANTONIO COMITO (2) | 8. CESARE ALFIDI (2) | 9. ORNELLA LOVELLO (2) | 10. PAOLA CAVALIERI (2),30,1. MATTEO ZOCCHI (10) | 2. SILVIA LAZZARI (9) | 3. CHRISTIAN RAIMO (7) | 4. ISABELLA BOARI (3) | 5. MARIA CONCETTA ROMANO (3) | 6. MARTINA TESTA (2) | 7. ANTONIO FABRIZI (1) | 8. FRANCESCA FARCHI (1) | 9. STEFANO SAMPAOLO (1) | 10. ALESSANDRO TADDEI (0),municipio3_2021
366,139,0.2907949790794979,108,1. CESARE ALFIDI (30) | 2. FEDERICA RAMPINI (11) | 3. MATTEO PIETROSANTE (6) | 4. SIMONA SORTINO (5) | 5. FILIPPO MARIA LAGUZZI (4) | 6. NASTASSJA HABDANK (3) | 7. LORENZO SPIZZICHINO (2) | 8. LUIGI MAIO (2) | 9. MARIA ANTONIETTA DEL MORO (2) | 10. ANTONIO COMITO (1),31,1. CHRISTIAN RAIMO (4) | 2. ENRICA LEO (3) | 3. MARIA CONCETTA ROMANO (3) | 4. STEFANO SAMPAOLO (2) | 5. ALESSANDRO TADDEI (1) | 6. CHIARA CALLINI (1) | 7. MATTEO ZOCCHI (1) | 8. SERGIO ORSINI (1) | 9. ANNA LODESERTO (0) | 10. ANTONIO FABRIZI (0),municipio3_2021
367,81,0.19058823529411764,68,1. NICOLETTA FUNGHI (6) | 2. GABRIELE CARRADORI (5) | 3. GABRIELE MICHELI (5) | 4. LORENZO SPIZZICHINO (2) | 5. CESARE ALFIDI (1) | 6. MARIA ANTONIETTA DEL MORO (1) | 7. SIMONA SORTINO (1) | 8. ANTONIO COMITO (0) | 9. FEDERICA RAMPINI (0) | 10. FILIPPO MARIA LAGUZZI (0),13,1. STEFANO SAMPAOLO (4) | 2. CHIARA CALLINI (1) | 3. GIOVANNI RUOCCO (1) | 4. MARIA CONCETTA ROMANO (1) | 5. MATTEO ZOCCHI (1) | 6. ALESSANDRO TADDEI (0) | 7. ANNA LODESERTO (0) | 8. ANTONIO FABRIZI (0) | 9. CHIARA CENTAMORI (0) | 10. CHRISTIAN RAIMO (0),municipio3_2021
